G_ID,ZIP
23005002600,4092
23005002800,4092
23005000100,4101
23005003000,4106
23005003300,4106
23005003500,4106
23001010300,4210
23001010600,4210
23017965800,4220
23017966000,4217
23005001000,4116
23017965700,4224
23001020100,4240
23017965800,4292
23011010600,4346
23015975100,4353
23021960900,4414
23009965400,4416
23027042000,4438
23021960301,4441
23021960302,4441
23019009000,4428
23021960600,4443
23019026500,4457
23019031300,4450
23021960600,4479
23003952900,4497
23019003000,4474
23019007200,4468
23019006200,4473
23015975300,4543
23015975600,4539
23015975500,4578
23015975700,4568
23003952600,4730
23029955900,4666
23029955900,4657
23003951700,4742
23003951400,4736
23013970300,4862
23013970900,4859
23027044000,4849
23013970800,4854
23027043000,4915
23011024102,4903
23025966200,4920
23007970101,4947
23025966000,4967
23025966600,4976
50017959600,5075
50027965200,5060
50003971000,5201
50003970600,5250
50007000600,5401
50025967900,5356
50007000900,5401
50007000500,5401
50007000300,5401
50025967700,5346
50025968300,5301
50025967900,5341
50025967800,5345
50007003600,5403
50001960600,5443
50011010200,5447
50001960200,5456
50011010400,5455
50007002702,5452
50007002701,5451
50011010600,5455
50011010900,5468
50011010300,5476
50013020100,5474
50011010600,5478
50007003100,5495
50023954200,5602
50023954600,5602
50023955400,5641
50023955200,5641
50023955500,5663
50023955000,5651
50023954100,5648
50023954300,5676
50023955700,5673
50023955800,5660
50021964300,5761
50021963400,5759
50005957900,5821
50005957100,5824
50005957400,5819
50005957300,5851
50005957000,5837
50019952000,5841
50005957000,5851
50019951900,5855
50009950100,5903
9003405300,6010
9003405402,6010
9003470100,6026
9003514500,6040
9003400200,6037
9003520100,6033
9003520301,6033
9003416300,6051
9003415500,6051
9003415300,6051
9013530301,6066
9003480400,6082
9003480900,6082
9003487100,6074
9003466101,6089
9003502700,6106
9003524501,6105
9005320100,6098
9003511300,6108
9003511200,6108
9003502500,6114
9003497500,6117
9003504000,6112
9003501700,6120
9003502500,6134
9013881500,6268
9015903200,6260
9015901100,6281
9013840100,6279
9011713100,6334
9011696500,6360
9011696700,6360
9011870502,6382
9015908100,6377
9011695202,6370
9011700100,6365
9009343200,6410
9009343300,6410
9009343400,6410
9009120200,6418
9007595101,6423
9009170900,6451
9009171100,6450
9009171500,6450
9009194100,6443
9009171400,6450
9007542100,6457
9007541300,6457
9007541402,6457
9009150300,6460
9009150500,6460
9009167202,6473
9007560100,6480
9001110400,6484
9009361402,6511
9009361402,6510
9009165900,6514
9009154800,6516
9009154600,6516
9001090700,6611
9001073600,6608
9001074300,6610
9001072900,6606
9001090600,6611
9001090300,6611
9001080600,6615
9001080200,6615
9009352500,6704
9001080400,6673
9009350100,6702
9009352800,6706
9009351601,6708
9005342100,6751
9009361100,6716
9005268100,6783
9005253500,6776
9005425500,6786
9001200301,6801
9001205200,6804
9001211400,6811
9001210800,6811
9001030200,6820
9001035400,6840
9001044100,6854
9001043900,6854
9001245300,6877
9001020100,6902
9001045400,6897
9001021600,6901
9001240100,6896
9001022100,6902
9001020100,6904
34017010300,7002
34017010100,7002
34023002703,7001
34013015900,7003
34013015500,7003
34023003800,7008
34031124602,7011
34031124601,7011
34013021400,7009
34039037400,7016
34031124312,7013
34013010800,7017
34013010300,7017
34003021500,7026
34003019305,7024
34013020901,7021
34013016000,7028
34017013900,7029
34017018600,7030
34039034600,7036
34039035200,7036
34013020500,7039
34013020700,7039
34013016600,7042
34013019800,7040
34013016400,7042
34017014501,7047
34013016300,7043
34013021000,7044
34013020600,7052
34013018700,7050
34027041200,7046
34027041704,7054
34027041706,7054
34027041603,7054
34027041705,7054
34031175900,7055
34031175500,7055
34031175703,7055
34023009100,7064
34003031400,7071
34003051400,7070
34023001002,7080
34013019300,7079
34013020100,7078
34023000901,7080
34017016600,7087
34017017100,7087
34017016800,7087
34017016300,7087
34017016900,7087
34039032901,7083
34017015002,7093
34013002600,7103
34023002703,7095
34013000300,7107
34013006600,7108
34013002000,7106
34013002500,7106
34013009600,7104
34027040600,7405
34003020100,7417
34003017300,7410
34027040600,7403
34003047100,7450
34031256805,7435
34037371700,7428
34031183200,7509
34031183200,7505
34031180202,7502
34031182600,7513
34031133701,7538
34031180201,7502
34031182600,7514
34031216701,7456
34031256804,7480
34031181900,7501
34031246102,7470
34037371100,7461
34017004700,7304
34017004000,7304
34017004600,7304
34017001202,7306
34017002000,7306
34017005400,7305
34017007100,7306
34017003000,7306
34039030702,7202
34013006800,7114
34039031904,7202
34039030600,7202
34039034300,7203
34039032200,7205
34003025100,7604
34003003401,7621
34003003402,7621
34003041200,7650
34003030100,7644
34003002200,7647
34003050000,7662
34025802200,7730
34025810502,7728
34025812100,7732
34025806300,7755
34025807700,7753
34025800601,7748
34025801000,7748
34025801100,7748
34025801200,7748
34027046300,7869
34037372000,7860
34027044702,7885
34037374300,7874
34027041400,7834
34041031200,7832
34027045000,7801
34041031302,7840
34041032200,7838
34037373500,7821
34025808600,7719
34025812400,7723
34025810401,7728
34025809903,7722
34025808401,7719
34025812300,7724
34025810101,7726
34025805001,7724
34025810700,7728
34003054500,7666
34025812200,7703
34003024100,7675
34027043900,7928
34027042200,7927
34039038101,7974
34027043401,7960
34027043302,7960
34029734001,8005
34027043500,7960
34027043700,7960
34029738002,8008
34005704011,8053
34007607507,8043
34005700403,8052
34005704013,8053
34005700407,8052
34005703802,8055
34005702907,8054
34005702500,8060
34007605400,8059
34015500600,8061
34005704600,8060
34005700603,8075
34015501301,8071
34029736002,8092
34001011202,8094
34015500900,8097
34007601102,8105
34015501102,8096
34015501202,8080
34007607401,8083
34029736102,8087
34005700505,8077
34007609203,8081
34029736001,8087
34015501106,8080
34007607402,8083
34007606400,8033
34007605100,8030
34007608206,8029
34007606100,8033
34005701105,8016
34015501209,8012
34005701201,8016
34007609103,8009
34005701205,8016
34005704700,8019
34029738100,8008
34005701002,8010
34009021002,8210
34007604200,8108
34001010403,8205
34009020201,8226
34009020302,8230
34001012801,8244
34001012502,8221
34029717001,8527
34001002400,8404
34025812502,8510
34029717300,8527
34021004407,8512
34021004502,8540
34021004307,8550
34021002800,8609
34029713201,8724
34029715800,8701
34029713900,8723
34029713402,8723
34029714300,8723
34029713500,8724
34029715200,8701
34029732001,8734
34021003706,8628
34021000600,8629
34021003703,8638
34029715500,8701
34005704801,8640
34011040800,8361
34001000100,8401
34001011300,8360
34001002300,8401
34011010401,8332
34001001900,8401
34011010800,8332
34011041000,8360
34001001200,8401
34009022101,8251
34033020900,8318
34009021500,8260
34009020500,8270
34029722401,8753
34029723300,8753
34029713000,8742
34029722900,8753
34029714400,8739
34029722002,8755
34029720202,8759
34035051000,8807
34029720204,8759
34029731205,8757
34019011002,8801
34041030600,8865
34035050500,8869
34023004500,8861
34023007805,8857
34023007912,8857
34023003201,8863
34035053501,8873
34023008502,8902
34035053603,8876
34023005200,8901
34035050100,8876
34023008102,8884
34035050200,8876
34023007908,8879
13121011615,30004
13121011504,30004
13121011621,30005
13067030902,30008
13067030345,30006
34035051500,8835
34023002102,8840
34019011002,8833
34023008206,8831
34023001502,8817
34023001412,8820
34023001416,8820
34023008103,8828
34023001414,8820
34023001415,8820
13121011611,30009
13247060308,30012
13217100300,30014
13013180106,30011
13247060102,30012
13067030905,30008
13217100501,30013
13089022007,30021
13217100902,30016
13121011625,30022
13121011427,30022
13117130405,30040
13117130406,30040
13117130609,30041
13117130306,30040
13117130606,30041
13135050544,30044
13135050546,30045
13135050607,30043
13135050525,30043
13211010500,30056
13067031106,30060
13067030502,30062
13067030505,30062
13089023314,30058
13217100202,30055
13135050425,30047
13135050527,30049
13135050522,30046
13135050536,30046
13135050435,30048
13297110506,30052
13089023421,30034
13089023425,30034
13089023112,30032
13089023601,30032
13089023102,30032
13217100202,30025
13067030318,30067
13067030312,30066
13067030414,30067
13067030413,30067
13067030405,30067
13121011503,30075
13067030337,30068
13121011411,30076
13135050306,30071
13067030333,30068
13067031001,30069
13067030407,30068
13121011623,30097
13135050314,30096
13067030226,30101
13247060407,30094
13135050542,30096
13135050216,30097
13135050217,30097
13015960802,30101
13067030107,30101
13057090501,30107
13045910600,30117
13015960700,30120
13045910900,30116
13045911200,30117
13097080103,30122
13045910103,30116
13097080602,30122
13057090300,30114
13057090501,30115
13057090702,30115
13135050322,30092
13135050415,30087
13135050321,30092
13089021906,30083
13067031208,30080
13067031114,30080
13135050720,30078
13067031001,30080
13067031209,30080
13067031106,30082
13089023114,30083
13233010500,30125
13067031306,30126
13067031505,30127
13097080505,30135
13097080506,30135
13097080510,30135
13097080402,30135
13097080202,30135
13067031311,30168
13115000202,30165
13115001701,30173
13143010301,30179
13097080103,30168
13057091007,30189
13045910400,30182
13223120400,30180
13143010400,30182
13199970700,30230
13255161100,30224
13113140101,30214
13113140404,30215
13149970100,30217
13077170801,30220
13077170100,30217
13067030230,30152
13067030228,30144
13067030223,30144
13115002000,30147
13285960600,30241
13285960800,30240
13285960400,30240
13151070403,30248
13063040412,30260
13077170100,30263
13063040303,30298
13121009300,30305
13121007200,30301
13063040302,30297
13089023419,30294
13089020100,30306
13089022401,30306
13121006300,30310
13121006500,30310
13121007602,30311
13089020600,30307
13121008102,30310
13121004100,30310
13121003100,30307
13121007808,30311
13121002800,30312
13121005800,30310
13121006000,30310
13121000600,30318
13121009200,30324
13121009404,30324
13089023423,30316
13121005501,30315
13121002600,30314
13121003800,30314
13121010512,30291
13151070113,30281
13151070204,30281
13199970800,30293
13063040522,30274
13063040515,30274
13077170404,30265
13121001002,30332
13121011306,30331
13089021306,30338
13089021208,30341
13121009900,30342
13067031211,30339
13121011000,30344
13251970500,30446
13033950700,30456
13031110403,30458
13209950100,30457
13139001607,30518
13135050106,30519
13139000400,30506
13139000303,30506
13139000201,30506
13139001002,30504
13139000302,30506
13139000102,30507
13139001102,30504
13267950400,30427
13163960300,30434
13163960400,30413
13121010301,30349
13121010119,30350
13121010118,30350
13121010120,30350
13063040520,30349
13121011306,30344
13121010117,30350
13241970100,30525
13147960400,30520
13137000300,30523
13187960201,30534
13117130101,30534
13111050500,30572
13111050100,30559
13157010500,30565
13119890200,30577
13059002100,30605
13059150400,30606
13059002000,30606
13059000900,30606
13059002100,30606
13147960500,30643
13297110602,30655
13297110200,30641
13147960200,30643
13105000200,30635
13219030600,30621
13195020500,30628
13195020100,30633
13195020300,30628
13139001605,30542
13011970200,30554
13111050200,30555
13135050609,30548
13123080300,30540
13085970201,30534
13013180401,30680
13221960201,30683
13013180501,30680
13295020502,30707
13313000502,30720
13313001400,30720
13129970500,30701
13073030504,30814
13073030503,30814
13073030402,30813
13073030505,30813
13047030100,30755
13083040101,30757
13189950500,30808
13033950200,30805
13245010904,30815
13163960100,30833
13181970100,30817
13033950400,30830
13245010600,30901
13245010400,30901
13245010203,30909
13073030603,30917
13245010204,30909
13269950100,31006
13023790100,31014
13245010203,30919
13245010105,30907
13047030700,30742
13295020302,30741
13047030600,30741
13295020400,30750
13313001200,30721
13295020602,30728
13055010300,30731
13289060100,31020
13171970200,31016
13175950600,31022
13207050101,31029
13153021103,31088
13303950700,31089
13093970300,31092
13153020108,31093
13153021000,31088
13293010100,31097
13179010300,31313
13103030204,31312
13179010101,31315
13179010400,31310
13103030100,31312
13103030401,31312
13169030302,31211
13021013411,31210
13169030104,31217
13021011702,31217
13021012000,31209
13179010400,31301
13153021300,31069
13269950200,31076
13193000200,31076
13303950400,31082
13009970400,31059
13289060100,31044
13319960200,31054
13303950500,31035
13193000100,31057
13207050302,31046
13103030203,31329
13051000900,31401
13051011300,31401
13051011400,31401
13051004400,31405
13051010102,31404
13051003800,31404
13051010803,31408
13127000504,31525
13025960100,31543
13039010302,31548
13185010604,31605
13185011600,31606
13069010300,31554
13025960100,31566
13299950100,31554
13127000600,31520
13069010600,31512
13229960200,31518
13229960300,31516
13069010200,31519
13027960300,31638
13075960100,31637
13173950200,31641
13095011400,31701
13095001500,31701
13095000200,31705
13095000800,31701
13095011300,31701
13095000900,31707
13095011400,31703
13095001403,31701
13275960600,31792
13275960200,31792
13277960900,31794
13263960300,31801
13145120402,31807
13277960700,31794
13215010107,31820
13263960300,31812
13215010104,31907
13215010501,31902
13145120198,31822
13307960100,31824
13263960100,31836
13215010201,31904
13017960100,31750
13017960500,31750
13275960200,31773
13261950100,31764
13177020403,31763
13261950700,31709
13095000501,31721
13287970200,31714
13261950500,31709
13155950100,31750
12019030702,32003
12067960200,32008
13215010205,31909
12023110400,32025
12089050101,32034
12019030703,32068
12019030802,32073
12109021405,32080
12109020708,32082
12019030203,32068
12109021301,32086
12109021203,32086
12109021003,32084
12109021103,32084
12127083207,32128
12127081200,32118
12127081102,32118
12127082503,32129
12089050301,32097
12127081900,32114
12127090102,32102
12127082301,32114
12035060208,32110
12109020901,32095
12003040101,32063
12023110300,32055
12019030902,32065
12019030203,32065
12121970500,32062
12067960100,32066
12125960200,32054
12007000300,32044
12019031400,32043
12083000501,32134
12119911701,32162
12035060214,32164
12127082904,32168
12069030407,32159
12127082802,32168
12031000100,32208
12031013403,32210
12031016100,32207
12031011500,32208
12031000600,32207
12031010101,32218
12031016000,32216
12031010202,32218
12031010201,32218
12031013906,32233
12019030104,32234
12031000200,32235
12031010500,32219
12031017300,32220
12031010600,32220
12031000200,32206
12031002501,32205
12031002502,32205
12031000700,32207
12127080807,32174
12127080803,32174
12031014204,32250
12031014701,32277
12031014902,32277
12031014901,32277
12031016722,32257
12031016729,32257
12031016711,32257
12129010201,32326
12129010202,32327
12039020500,32351
12123950300,32348
12123950400,32348
12005000201,32409
12005001200,32405
12005000900,32404
12005002500,32405
12005002603,32408
12005001301,32405
12005002705,32407
12073002605,32311
12073001901,32310
12073001602,32312
12073001200,32310
12073000901,32308
12073002205,32303
12073001401,32304
12073002304,32303
12073002207,32303
12131950101,32433
12131950501,32439
12063210500,32446
12063210200,32446
12005001302,32444
12063210900,32460
12045960300,32456
12033001800,32501
12033000800,32501
12063211100,32448
12091023305,32540
12091022300,32547
12091023304,32541
12091020800,32542
12091021900,32547
12033003610,32560
12091022500,32548
12113010817,32566
12091022100,32547
12113010900,32561
12001000200,32601
12001001811,32606
12113010300,32571
12033003900,32568
12091020302,32567
12091021600,32579
12033003608,32514
12033000800,32513
12033003505,32514
12033001700,32505
12033000800,32503
12033001202,32504
12033000600,32503
12033000800,32502
12001002220,32608
12001001519,32608
12001000809,32608
12075970301,32626
12083000301,32617
12075970102,32618
12095017806,32712
12095017802,32712
12117021403,32708
12117022105,32707
12117022104,32707
12117021606,32714
12117021705,32714
12127090600,32724
12127090500,32724
12127091027,32725
12127090307,32724
12069030106,32720
12009060200,32754
12127091029,32764
12095015602,32751
12069030807,32757
12127091020,32738
12069030108,32736
12069030106,32736
12117021806,32701
12117021803,32701
12001001907,32694
12001002101,32667
12083002601,32668
12019031106,32666
12117021204,32766
12117020903,32773
12117021311,32765
12117021312,32765
12117021307,32765
12069030803,32778
12009071400,32780
12095015901,32789
12069030807,32778
12095014704,32811
12095015105,32810
12095014606,32811
12095013605,32812
12095018300,32808
12095014100,32812
12095014000,32809
12095013603,32812
12095013300,32812
12095016505,32817
12095016411,32817
12095016503,32817
12095014906,32818
12095017107,32819
12095014503,32839
12095017014,32837
12095017103,32836
12095014704,32835
12095016710,32829
12095016704,32832
12095014702,32835
12095016803,32824
12095016507,32826
12095016714,32825
12095016729,32828
12095016732,32829
12095011000,32803
12095018900,32802
12095010200,32803
12095016727,32878
12095014100,32859
12095018400,32853
12009071339,32909
12009062302,32922
12009980000,32920
12009062400,32926
12061050602,32962
12061050606,32962
12061050503,32963
12061050501,32963
12061050802,32958
12061050808,32958
12061050902,32966
12086009307,33002
12011100201,33009
12061050704,32968
12011100103,33009
12086012400,33015
12086012800,33016
12086013500,33016
12086013200,33018
12086013800,33016
12011091901,33020
12086012200,33015
12086000605,33013
12086000710,33012
12086000602,33012
12061050904,32948
12009069802,32953
12009063106,32940
12009069901,32953
12009063102,32955
12009064602,32935
12009062108,32927
12009064102,32934
12009066400,32937
12009068200,32931
12009066301,32937
12011091702,33021
12011090602,33024
12011110330,33027
12011091202,33024
12011110332,33027
12011110342,33025
12011091201,33024
12011110325,33027
12011110100,33024
12011030302,33060
12086009903,33056
12011031001,33061
12011011000,33062
12087971100,33050
12086000414,33054
12011020104,33063
12011010603,33076
12086005703,33126
12086005405,33125
12086009014,33126
12011030702,33066
12011010605,33067
12011020501,33068
12011030801,33069
12011020317,33071
12087972000,33040
12087971700,33040
12087970900,33036
12086010802,33032
12011110302,33029
12086011101,33030
12086006702,33130
12086006602,33130
12086007101,33133
12086006802,33133
12086002600,33127
12086003703,33132
12086005202,33128
12086003704,33132
12086003001,33136
12086003400,33136
12086005202,33136
12086001402,33138
12086003702,33136
12086002004,33137
12086006205,33134
12086005303,33135
12086005903,33155
12086001103,33150
12086007701,33155
12086007503,33146
12086000902,33147
12086008202,33157
12086010207,33157
12086010610,33157
12086008207,33157
12086000131,33160
12086020300,33157
12086000404,33167
12086000307,33168
12086009017,33172
12086010400,33170
12086009028,33172
12086000124,33161
12086008804,33165
12086001204,33161
12086009704,33163
12086001903,33142
12086008901,33144
12086007606,33143
12086001801,33142
12086004304,33139
12086003912,33141
12086016100,33175
12086015500,33175
12086008412,33176
12086009020,33174
12086008409,33176
12086014600,33175
12086015700,33175
12086009807,33179
12086009703,33180
12086010201,33177
12086000133,33180
12086009704,33179
12011041802,33304
12011051002,33305
12011041801,33304
12011040102,33308
12011040701,33305
12011042800,33312
12011080405,33312
12011060402,33313
12011060605,33324
12011060608,33324
12011060900,33317
12011070204,33317
12086009100,33222
12086016700,33193
12086017800,33193
12086019600,33196
12086008412,33183
12086010300,33187
12086015100,33185
12086011500,33187
12011070207,33329
12011070318,33327
12011060121,33325
12099007835,33418
12099003101,33417
12099000904,33418
12099007603,33427
12099007505,33432
12099007602,33431
12099007610,33433
12099007733,33428
12099008201,33430
12051000200,33440
12011010200,33443
12011010104,33441
12099006602,33444
12099006501,33444
12099006605,33445
12099006300,33435
12099005812,33436
12099005922,33437
12099007008,33434
12099005951,33437
12099007746,33434
12099007759,33414
12099000303,33410
12099007818,33411
12099001404,33404
12099000702,33408
12099006908,33445
12099000206,33458
12099005933,33446
12085001404,33455
12099005937,33446
12085001407,33455
12085001602,33458
12099004704,33463
12099004903,33461
12099004500,33461
12099004706,33463
12099004706,33467
12119910500,33513
12119910700,33514
12119910601,33513
12057013319,33511
12057012301,33511
12101032602,33525
12101032801,33525
12057013207,33527
12057013004,33567
12057012701,33563
12057013003,33567
12057014002,33570
12057012501,33566
12057011410,33556
12057011006,33559
12101032903,33543
12099005930,33484
12099007615,33486
12099007602,33486
12099006908,33484
12099000407,33477
12057010203,33592
12057013917,33579
12057013912,33579
12057013204,33594
12057013703,33578
12057013913,33579
12057013317,33578
12119910601,33597
12119910700,33597
12057004000,33602
12057001100,33604
12057001600,33604
12057011612,33615
12057010702,33617
12057011613,33615
12057011606,33615
12057011107,33618
12057011614,33615
12057011417,33624
12057011416,33624
12057013602,33619
12057011516,33624
12057011407,33624
12057011415,33624
12057011414,33625
12057002600,33622
12103028102,33707
12103021200,33705
12103022200,33707
12103020302,33705
12057011709,33635
12103024413,33702
12057011605,33684
12103024005,33703
12057005800,33679
12057011411,33694
12057006900,33611
12057001001,33610
12057004400,33607
12057010402,33610
12057002500,33607
12057003800,33605
12057012103,33610
12103022402,33710
12103022302,33710
12103028700,33712
12103025014,33709
12103022503,33709
12103024412,33716
12103024702,33714
12103020107,33715
12103024410,33732
12103026102,33755
12103026200,33755
12103024505,33782
12103025009,33777
12103024901,33781
12103025014,33781
12103025205,33774
12103024505,33773
12103025007,33777
12105011502,33805
12105011732,33801
12105010900,33803
12105010300,33805
12105011731,33801
12105012001,33810
12105012003,33803
12049970201,33834
12105015801,33843
12105012506,33837
12105014501,33830
12105013002,33823
12055960102,33825
12055960300,33825
12105011912,33811
12103025111,33772
12103025011,33773
12103025303,33771
12103025204,33770
12103025414,33764
12103027604,33767
12103025305,33771
12103025306,33773
12103024514,33760
12103026817,33759
12103026500,33756
12103026601,33756
12103025503,33756
12105014104,33844
12105014802,33860
12105015405,33859
12105016100,33860
12105011604,33868
12105013801,33880
12105013902,33880
12055961200,33876
12055961000,33870
12071040111,33912
12071050105,33908
12071040108,33912
12071040112,33913
12071020101,33917
12071020501,33917
12015010302,33951
12071060202,33931
12071070200,33922
12051000402,33935
12015030502,33946
12071040305,33936
12071060201,33931
12015030502,33947
12071050308,33928
12071000402,33905
12071020700,33903
12071001601,33907
12105012403,33897
12071001102,33901
12105013702,33881
12071000800,33901
12105012506,33896
12105012502,33896
12071040209,33972
12071040314,33974
12071050204,33967
12015021003,33980
12071010103,33991
12015010200,33982
12071010303,33990
12021011106,34114
12071050314,34134
12021010419,34116
12021010413,34120
12021011001,34145
12071050400,34135
12081002015,34202
12081001104,34210
12081000406,34209
12081001914,34219
12081000201,34207
12081000604,34205
12081000601,34205
12081000105,34205
12081000305,34203
12081000504,34205
12081000304,34207
12021010505,34104
12021010300,34103
12021010418,34105
12021000302,34102
12021000402,34103
12021010401,34105
12115002605,34223
12115000802,34228
12115002718,34223
12115001801,34231
12115002711,34287
12115002302,34285
12115002511,34293
12017450400,34428
12017450500,34428
12115002508,34293
12017450303,34429
12075970400,34431
12083002201,34470
12017450901,34450
12017451200,34450
12083001401,34470
12017450902,34450
12017451502,34446
12017450304,34433
12017450800,34442
12017450800,34441
12027010406,34269
12027010302,34266
12115002303,34275
12115000501,34236
12115000401,34237
12115001601,34239
12115001908,34242
12115001907,34242
12115000503,34239
12083001204,34472
12083001208,34472
12083001500,34475
12083001005,34473
12083001103,34472
12083002203,34480
12083000100,34482
12083001401,34479
12101032009,34639
12101030301,34652
12053040801,34613
12101030302,34652
12101030406,34652
12101032001,34638
12101031505,34655
12101030102,34667
12101030204,34668
12101030202,34667
12101031706,34655
12101031406,34656
12103026909,34698
12069031305,34711
12069031311,34711
12103027207,34683
12103027323,34685
12103027205,34683
12103027204,34684
12103027401,34689
12101031807,34669
12103027319,34677
12103027309,34688
12053041600,34607
12101031805,34610
12053041105,34608
12101031901,34610
12053041004,34608
12053041003,34608
12053040601,34601
12083000601,34488
12083001402,34488
12069030406,34731
12097041900,34741
12097042602,34743
12097041800,34741
12069031204,34711
