zip,USAC_Gender,USAC_Age,Road_Cat,Track_Cat, XC_Cat, DH_Cat, OT_Cat, MX_Cat, Cross_Cat
10028,F,33,1,4,3,3,3,3,3
38117,M,46,4,5,3,3,3,3,4
8902,M,33,3,5,3,3,3,3,4
53211,F,33,4,4,3,3,3,3,3
22180,M,55,3,5,3,3,3,3,4
2492,M,64,5,5,3,3,3,3,4
10026,F,38,4,4,3,3,3,3,4
75211,M,41,3,5,3,3,3,3,4
36604,M,18,5,5,3,3,3,3,4
84042,M,28,3,5,1,3,2,3,2
80904,F,37,4,4,3,3,3,3,4
10017,M,30,4,5,3,3,,3,4
94549,M,42,3,5,3,3,3,3,4
95827,M,49,3,5,3,3,3,3,4
46222,M,22,2,2,2,3,3,3,2
47712,M,34,3,5,3,3,3,3,4
28205,F,41,3,4,1,1,2,1,1
48072,M,31,2,3,1,2,2,2,3
89436,M,52,3,5,3,3,3,3,4
63104,M,40,3,3,3,3,3,3,4
38103,M,25,3,5,3,3,3,3,4
95121,M,41,1,5,2,2,2,2,4
99362,F,28,3,4,3,3,3,3,2
98052,M,23,5,5,2,1,3,2,4
28270,M,27,1,5,1,1,3,2,1
77493,F,48,4,2,3,3,3,3,4
95258,F,56,4,4,3,3,3,3,4
74037,F,39,3,4,3,3,3,3,4
3062,M,31,5,5,3,3,3,3,4
53227,M,43,4,5,3,3,3,3,4
98034,M,56,4,4,3,3,,3,4
27615,M,52,2,5,3,3,3,3,4
28803,M,46,4,5,2,3,3,3,3
32931,M,53,3,5,3,3,3,3,5
53188,M,30,1,5,3,3,3,3,1
90048,M,30,4,5,3,3,3,3,5
76017,M,49,2,5,1,3,3,3,3
92109,M,29,2,5,2,3,3,3,4
19608,M,55,4,5,3,3,3,3,4
43201,M,28,3,4,3,3,3,3,4
34638,M,34,4,5,3,3,3,3,4
73012,M,43,5,5,2,3,3,3,4
6830,M,32,5,5,3,3,3,3,4
78746,M,55,5,5,3,3,3,3,4
28768,F,26,3,4,3,3,3,3,3
91354,M,18,2,1,3,3,3,3,4
72714,M,40,3,5,2,3,3,3,4
15001,M,35,3,5,3,3,3,3,2
30093,M,51,5,3,3,3,3,3,4
46062,M,22,1,5,1,2,3,2,2
18830,M,41,4,5,3,3,3,3,4
30038,M,52,3,5,3,3,3,3,4
65203,M,47,4,5,3,3,3,3,2
73160,M,24,5,5,3,3,3,3,4
10035,M,31,4,5,3,3,3,3,4
89015,F,42,4,4,3,3,,3,4
8108,M,48,4,4,2,3,3,3,4
53132,M,48,5,5,2,3,3,3,3
77354,M,66,5,5,3,3,3,3,4
48116,M,21,3,5,1,3,3,3,3
95062,M,58,4,5,3,3,3,3,4
73020,M,28,4,4,2,3,3,3,4
92660,M,52,3,5,3,3,3,3,4
78665,M,81,5,5,3,3,3,3,4
33547,M,32,1,5,3,3,3,3,4
92603,M,38,4,5,1,3,3,3,4
92831,M,26,4,5,3,3,3,3,4
85255,M,45,4,5,3,3,3,3,4
46240,M,34,5,5,3,3,3,3,5
34677,M,79,5,5,3,3,3,3,4
96001,M,25,3,5,1,1,2,3,1
34689,M,74,5,5,3,3,,3,4
78615,M,27,2,5,3,3,3,3,4
94526,M,46,3,5,3,3,3,3,4
80304,M,29,1,1,2,2,3,2,1
78045,M,43,5,5,2,3,3,3,4
94618,M,57,3,5,3,3,3,3,4
89140,M,47,2,5,3,3,,3,4
53185,M,39,4,5,2,3,3,3,3
10540,M,71,4,5,3,3,3,3,4
70118,M,47,5,5,2,3,3,3,4
97210,M,33,3,5,3,3,3,3,4
78752,M,33,4,5,2,3,3,3,4
98117,M,37,3,2,2,2,2,2,3
47725,M,44,5,5,3,3,3,3,4
95008,M,28,2,5,3,3,3,3,4
60647,M,47,4,5,3,3,3,3,4
95630,M,50,4,5,1,3,2,2,4
94611,M,39,4,5,3,3,,3,4
92154,M,42,3,5,3,3,3,3,4
95959,M,17,4,5,3,3,3,3,4
27101,M,51,5,5,1,3,3,3,4
84121,M,30,2,5,1,2,3,2,3
85044,M,38,3,5,2,3,3,2,4
78703,M,42,3,5,3,3,3,3,4
2140,M,43,5,5,3,3,3,3,4
74021,M,47,4,5,1,3,3,2,3
98296,M,42,3,3,3,3,3,3,4
75002,M,49,3,5,1,3,2,2,3
91403,M,18,1,5,3,3,3,3,4
6410,M,28,4,5,3,3,3,3,4
53711,M,26,2,4,3,3,3,3,4
65084,M,57,4,5,3,3,3,3,4
78759,M,52,4,5,3,3,3,3,4
30316,M,42,5,5,3,3,3,3,5
50063,M,47,5,5,3,2,3,3,4
30720,M,40,3,5,3,3,3,3,4
94517,M,51,5,5,2,3,3,3,4
     ,M,63,4,5,3,3,3,3,4
40504,F,38,3,4,3,3,3,3,4
66219,M,40,4,4,2,3,3,3,4
75214,M,45,5,5,3,3,3,3,4
80304,M,59,4,5,3,3,3,3,4
95053,M,29,4,5,3,3,3,3,4
60035,M,42,2,5,2,2,3,2,4
94117,M,31,4,5,3,3,3,3,4
95354,M,57,2,5,3,3,3,3,3
95014,F,33,3,4,2,3,3,3,4
60067,M,44,4,5,3,3,3,3,4
24540,M,26,1,1,1,1,3,1,1
7450,F,47,3,3,3,3,3,3,4
98027,M,50,2,3,3,3,3,3,2
75703,M,52,2,5,3,3,3,3,4
80908,M,50,4,5,3,3,3,3,4
83843,M,17,5,5,3,3,3,3,2
87110,F,35,4,4,3,3,3,3,4
73118,M,30,5,5,2,3,3,3,5
46748,F,46,3,4,3,3,3,3,4
79912,M,43,2,5,3,3,3,3,4
1747,M,17,4,5,3,3,3,3,3
91708,M,49,3,5,3,3,3,3,4
74114,M,34,2,5,2,3,3,3,3
33615,M,52,2,5,3,3,3,3,4
92704,M,19,3,5,3,3,3,3,4
75056,M,44,3,5,3,3,3,3,4
21012,M,24,4,5,3,3,3,3,4
30102,M,19,2,5,3,3,3,3,3
73099,M,44,4,5,1,3,3,3,3
78521,M,46,4,5,3,3,3,3,4
53226,M,51,2,5,3,3,3,3,3
91384,F,44,2,4,3,3,3,3,4
28560,M,32,4,5,3,3,3,3,4
75082,M,38,5,5,3,3,3,3,4
30518,M,47,2,5,3,3,3,3,4
80521,M,29,2,5,2,2,3,2,3
78023,M,54,5,5,3,3,3,3,4
41091,M,35,4,5,3,3,3,3,4
48180,M,47,4,5,3,3,3,3,4
61604,M,36,5,5,2,3,3,2,4
32746,M,17,4,5,3,3,3,3,4
79938,M,47,3,5,2,2,3,2,4
92660,M,27,2,3,2,2,2,2,3
60093,M,45,5,5,3,3,,3,4
95132,M,45,2,5,3,3,3,3,4
32771,M,40,3,5,3,3,3,3,4
78641,M,53,4,5,3,3,3,3,4
22201,F,29,1,4,3,3,3,3,3
80540,M,45,3,5,2,3,3,3,2
34471,M,51,5,5,2,3,3,3,3
94131,M,29,2,2,3,3,3,3,4
53226,M,31,5,5,3,3,3,3,4
53717,M,48,5,5,3,3,3,3,4
97214,F,53,4,4,1,1,3,2,2
28204,M,36,3,5,3,3,3,3,4
94611,M,52,5,5,3,3,3,3,4
10035,M,35,4,5,1,2,3,2,2
10460,M,29,4,5,3,3,3,3,4
98388,M,55,5,5,1,3,3,3,2
92509,M,38,3,5,3,3,3,3,4
92509,M,36,3,5,3,3,3,3,4
73013,M,22,1,2,3,3,3,3,4
78741,M,33,2,5,3,3,3,3,4
85715,M,35,4,5,2,2,3,2,5
80909,M,21,2,1,3,3,3,3,4
60022,F,55,3,4,3,3,3,3,4
84008,M,30,1,5,3,3,3,3,3
10026,M,28,2,2,3,3,3,3,3
87111,M,40,5,5,1,2,2,2,3
38868,M,40,3,5,3,3,3,3,4
76712,F,34,3,4,1,2,3,2,1
98103,M,31,3,5,2,3,3,3,2
90505,F,33,4,4,1,3,3,3,3
6109,M,18,4,5,3,3,3,3,4
93101,M,27,2,5,3,3,3,3,4
93940,M,29,5,5,3,3,3,3,4
78216,M,24,5,5,2,3,3,3,4
83814,F,34,3,4,3,3,3,3,3
46221,M,49,4,5,3,3,3,3,4
91911,M,42,3,5,3,3,3,3,5
6239,M,26,3,5,2,3,3,3,4
85705,M,24,1,5,1,3,3,2,3
81631,F,34,4,4,1,2,2,2,1
5482,M,18,3,5,1,3,3,3,2
80401,M,50,4,4,3,3,3,3,4
14534,M,40,4,5,3,3,3,3,4
73118,M,46,5,5,3,3,3,3,4
78749,M,40,3,5,3,3,3,3,4
78748,F,34,1,4,1,2,2,2,1
35209,M,37,3,5,1,2,2,2,2
85032,F,48,4,4,1,2,3,2,4
80123,M,59,4,5,3,3,3,3,4
92336,M,28,2,5,2,3,3,3,4
6850,M,47,3,5,3,3,3,3,4
38826,M,35,1,5,1,3,3,3,2
16050,M,53,4,5,3,3,3,3,4
94019,M,22,3,5,3,3,3,3,4
31324,M,49,3,5,3,3,3,3,5
27502,M,58,3,5,3,3,3,3,4
95762,M,19,1,5,1,3,3,3,3
80401,F,57,4,4,3,3,3,3,4
34476,M,18,3,5,1,3,3,3,2
43214,M,42,5,5,3,3,3,3,4
7094,F,55,4,4,3,3,3,3,4
45342,M,47,4,5,3,3,3,3,4
84102,M,39,4,5,3,3,3,3,4
18049,F,54,4,4,3,3,3,3,4
87121,F,39,3,4,3,3,3,3,4
73099,M,32,3,5,1,3,3,3,3
35406,M,44,3,4,2,3,3,3,3
91710,M,37,4,5,3,3,3,3,4
78701,M,44,2,5,1,2,3,1,3
23508,F,35,3,4,1,2,3,2,2
91737,M,36,3,5,3,3,3,3,3
73169,M,44,4,5,3,3,3,3,4
50320,F,42,4,4,2,2,2,2,3
80238,M,34,3,4,3,3,3,3,5
23322,M,17,2,5,3,3,3,3,3
30310,M,27,3,2,2,3,3,3,3
80206,M,40,4,4,1,3,2,2,4
66210,M,38,4,5,2,3,3,3,4
33415,M,51,3,5,3,3,3,3,4
60010,F,17,4,4,1,3,3,3,3
72116,M,31,4,5,1,3,3,2,4
92399,M,48,4,5,2,2,2,2,4
22204,M,54,4,5,3,3,3,3,4
10567,M,52,5,5,3,3,3,3,4
43537,M,50,4,5,3,3,3,3,4
33625,M,62,5,5,3,3,3,3,4
16648,M,28,1,5,3,3,3,3,3
61569,M,57,5,5,2,2,3,2,4
31210,M,52,4,5,3,3,3,3,4
16801,M,36,4,5,2,3,3,2,4
76306,M,27,4,5,3,3,3,3,4
97217,M,41,4,5,2,3,3,3,2
93465,M,30,4,5,1,2,3,2,2
60558,F,26,2,4,3,1,3,3,4
80526,M,41,4,5,2,3,3,3,3
8057,M,63,4,5,3,3,3,3,4
1951,M,60,3,5,3,3,3,3,4
43081,M,45,3,5,3,3,3,3,5
29670,M,27,4,5,3,3,3,3,4
79745,M,28,2,5,1,2,2,3,1
60047,M,46,4,5,2,3,3,3,4
89149,M,68,4,5,3,3,3,3,4
60435,M,41,5,5,3,3,3,3,4
92679,F,36,4,4,1,2,3,2,3
14561,M,36,3,5,3,3,3,3,4
27613,M,35,1,3,3,3,3,3,4
78745,M,32,1,5,3,3,3,3,1
95065,F,29,2,4,3,3,3,3,4
33412,M,47,5,5,1,3,3,3,4
78757,M,49,3,5,3,3,3,3,4
38139,M,39,4,4,3,3,3,3,4
80401,M,34,2,4,2,3,3,3,4
18034,M,58,3,4,3,3,3,3,4
53508,M,37,3,5,3,3,3,3,3
89149,F,67,3,4,3,3,3,3,4
78757,F,42,3,4,3,3,3,3,4
79938,F,29,3,4,1,2,3,2,4
27597,M,48,2,5,3,3,3,3,2
52317,M,41,3,5,2,3,3,3,4
28209,M,48,4,5,3,3,3,3,4
76051,M,23,1,1,3,3,3,3,1
63122,M,31,5,5,2,3,3,3,4
47404,M,22,3,5,2,3,3,3,4
94602,M,20,2,5,3,3,3,3,4
49424,M,29,1,5,1,2,3,2,1
93942,M,39,1,2,3,3,3,3,4
46835,M,27,1,1,3,3,3,3,4
27502,M,43,3,5,3,3,3,3,4
81621,M,29,3,5,3,3,3,3,4
95670,M,50,4,5,3,3,3,3,4
94595,M,32,3,5,3,3,3,3,4
80524,M,49,4,5,3,3,3,3,4
44113,F,29,2,3,3,3,3,3,2
92373,M,30,3,5,3,3,3,3,3
20906,M,41,4,5,3,3,3,3,3
78757,M,50,3,5,3,3,3,3,4
74037,M,28,3,5,2,3,2,2,3
47842,M,37,4,4,3,3,3,3,4
48197,M,29,3,5,3,3,3,3,3
6896,M,42,5,5,2,3,3,2,4
60068,M,53,5,4,3,3,3,3,4
19460,M,32,3,3,3,3,3,3,4
19130,M,33,3,4,3,3,3,3,4
95820,M,54,4,5,3,3,3,3,5
77088,M,30,3,4,2,3,3,3,4
77031,M,61,5,5,1,3,3,3,4
75214,F,28,3,4,3,3,3,3,4
40207,F,47,4,4,3,3,3,3,4
6419,M,26,2,5,3,3,3,3,3
22033,M,33,4,5,3,3,3,3,4
78723,M,41,3,5,2,3,3,3,4
13676,M,61,4,5,3,3,3,3,4
10025,M,30,4,5,3,3,3,3,4
19129,M,31,2,4,2,3,3,3,4
2130,M,29,1,5,3,3,3,3,4
20853,M,30,2,5,2,2,2,3,1
28715,M,58,3,5,3,3,3,3,3
28715,M,29,3,5,3,3,3,3,3
52806,M,27,4,5,3,3,3,3,4
72736,M,64,5,5,3,3,3,3,4
10026,M,31,3,5,3,3,3,3,3
77536,M,38,3,4,3,3,3,3,4
3909,M,29,4,5,3,3,3,3,4
80301,M,62,4,5,3,3,3,3,4
49685,M,57,4,5,3,3,3,3,4
77063,M,32,3,5,3,3,3,3,4
20878,M,49,4,5,3,3,3,3,4
16066,M,52,4,5,3,3,3,3,4
99336,M,62,1,5,3,3,3,3,3
68046,M,40,5,5,3,3,3,3,5
74066,M,57,5,5,1,3,3,2,4
7030,M,42,5,5,3,3,3,3,4
92694,M,37,2,5,1,2,2,2,4
50613,M,44,5,5,2,3,3,3,4
77009,F,48,3,4,3,3,3,3,4
1776,M,50,5,5,2,3,2,3,4
5091,M,49,5,5,3,3,3,3,4
95603,F,29,3,4,2,1,3,1,4
92821,M,47,3,5,3,3,3,3,4
23454,M,47,3,5,3,3,3,3,4
60515,M,30,4,3,3,3,3,3,4
48623,M,43,4,5,2,3,3,3,4
84020,F,45,1,4,2,3,3,3,1
92113,M,57,4,4,3,3,3,3,4
10034,M,36,4,5,3,3,3,3,4
66213,M,46,3,5,3,3,3,3,4
63301,M,29,2,5,3,3,3,3,4
7920,M,57,4,5,3,3,3,3,4
67010,M,28,4,5,1,3,3,3,3
87111,M,27,4,5,1,3,3,3,3
28605,F,68,4,4,3,3,3,3,4
8542,M,29,2,5,3,3,3,3,4
18055,M,31,2,5,1,3,3,1,3
80134,M,51,5,5,3,3,3,3,4
63131,M,32,1,5,3,3,3,3,4
78261,M,22,1,5,3,3,3,3,4
33556,M,51,4,4,3,3,3,3,4
4101,M,27,4,5,3,3,3,3,4
2301,M,75,4,5,3,3,3,3,4
27265,M,44,3,5,2,3,3,3,3
75243,M,32,3,5,1,3,3,3,3
37217,M,30,4,5,3,3,3,3,4
14620,M,44,4,5,3,3,3,3,4
27028,M,25,4,5,3,3,3,3,3
46074,M,49,5,5,3,3,3,3,4
7960,M,56,4,5,3,3,3,3,4
20910,M,18,3,5,3,3,3,3,3
20910,M,46,5,5,3,3,3,3,4
28205,M,49,4,5,3,3,3,3,4
78757,F,32,1,2,3,3,3,3,1
92231,M,19,4,5,3,3,3,3,4
95762,F,21,1,4,3,3,3,3,4
22408,M,51,5,5,3,3,3,,4
24550,M,44,5,5,3,3,3,3,4
72207,M,44,3,5,1,3,3,3,3
70118,M,23,3,3,3,3,3,3,4
90035,M,32,4,5,3,3,3,3,4
20001,M,34,4,5,2,3,3,3,4
60647,M,49,5,5,3,3,3,3,3
28056,M,54,4,5,3,3,3,3,4
77007,M,64,5,5,1,2,2,3,4
75969,M,56,4,5,3,3,3,3,2
30215,M,57,4,5,3,3,3,3,4
62232,M,48,4,5,3,3,3,3,4
33155,M,46,1,5,3,3,3,3,3
32259,M,19,2,5,3,3,,3,4
7306,M,46,4,5,3,3,3,3,4
22101,M,23,3,5,1,2,2,2,2
20815,M,21,2,5,3,3,3,3,4
27410,M,22,3,5,3,3,3,3,3
76244,M,50,5,5,3,3,3,3,5
60430,M,33,1,5,1,2,3,2,1
1845,M,28,3,5,3,3,3,3,4
78750,M,46,5,5,3,3,3,3,5
26335,M,17,5,5,2,1,1,3,5
98033,M,52,,,,,,,
10801,M,38,3,5,3,3,3,3,4
2035,M,24,4,5,3,3,3,3,4
27502,M,34,4,5,3,3,3,3,4
59920,M,42,4,2,3,3,3,3,4
2360,M,30,4,5,3,3,3,3,4
14903,M,45,5,5,3,3,3,3,4
78704,M,38,2,5,1,2,2,2,4
80026,M,50,2,5,3,3,3,3,3
94061,F,30,2,3,3,3,3,3,4
6825,M,49,5,5,3,3,3,3,4
48507,M,51,4,5,2,3,3,3,3
54552,M,64,5,5,2,2,2,2,4
49341,M,67,5,5,3,3,3,3,4
60201,M,40,3,5,3,3,3,3,4
19401,M,60,5,5,3,3,3,3,5
27282,M,50,5,5,2,3,3,3,4
49738,M,28,5,5,1,2,2,2,1
83686,M,46,3,5,3,3,3,3,4
2155,F,30,1,4,3,3,3,3,2
43402,M,34,4,5,3,3,3,3,4
78130,M,33,2,5,3,3,3,3,3
87120,M,52,3,5,3,3,3,3,4
7307,M,26,5,5,3,3,3,3,4
19382,M,45,5,5,3,3,3,3,4
37409,M,32,3,5,1,3,3,3,2
55108,M,55,5,5,3,3,3,3,4
78257,M,16,5,5,3,3,3,3,4
14610,M,60,4,4,3,3,3,3,4
19147,M,29,1,5,2,3,3,3,2
64113,M,48,4,5,3,3,3,3,3
20876,M,48,5,5,3,3,3,3,4
43054,M,53,3,5,3,3,3,3,4
11225,M,37,5,4,3,3,3,3,4
15232,M,39,4,5,3,3,3,3,3
6762,F,29,4,4,3,3,3,3,4
85750,M,20,1,1,3,3,3,3,1
75214,M,45,4,5,1,3,3,3,3
81501,M,22,5,5,2,1,2,2,4
76708,M,55,4,5,1,3,3,2,3
94591,M,22,3,5,3,3,3,3,4
89110,F,45,2,4,3,3,3,3,4
73118,M,38,3,5,3,3,3,3,2
60641,M,67,4,5,3,3,3,3,4
53705,M,29,5,5,3,3,3,3,3
6890,M,22,3,5,3,3,3,3,4
59901,M,19,5,5,3,1,3,3,4
94901,F,29,4,4,2,2,3,2,4
66205,M,38,4,5,3,3,3,3,3
60538,M,33,3,5,3,3,3,3,4
20770,M,30,2,5,3,3,3,3,4
85716,F,30,2,4,3,3,3,3,4
11215,M,56,4,5,3,3,3,3,4
38301,M,52,4,5,3,3,3,3,4
60046,M,28,5,5,2,3,3,3,4
99016,F,17,4,3,3,3,3,3,4
27705,F,34,4,4,1,3,3,3,1
70115,M,34,3,5,3,3,3,3,4
10034,M,65,5,5,3,3,3,3,4
95356,M,57,5,5,3,3,3,3,4
33330,F,60,4,4,3,3,3,3,4
76179,M,26,5,5,3,3,3,3,4
73132,M,61,5,5,1,3,3,3,4
18642,M,47,4,5,3,3,3,3,3
93105,M,64,3,5,3,3,3,3,4
62236,M,54,4,5,3,3,3,3,4
55414,M,28,4,4,3,3,3,3,4
45701,M,36,3,5,3,3,3,3,3
33186,M,64,3,5,3,3,3,3,5
36104,F,61,4,4,3,3,3,3,4
63367,M,34,4,5,3,3,3,3,4
20186,M,51,5,5,3,3,3,3,4
6405,M,35,5,5,3,3,3,3,4
20008,M,51,3,5,3,3,3,3,3
63017,M,48,5,5,3,3,3,3,4
20191,M,32,4,5,3,3,3,3,3
38555,M,26,5,5,2,1,3,1,4
11235,M,42,4,5,2,3,3,2,4
94510,M,47,4,5,3,3,3,3,4
37206,M,31,1,5,3,3,3,3,3
19143,M,25,4,5,3,3,3,3,4
76016,M,20,5,5,1,3,3,3,2
80238,M,37,3,5,3,3,3,3,4
74106,M,37,3,5,3,3,3,3,3
98028,M,37,5,2,3,3,3,3,4
80247,M,31,3,5,1,3,3,3,2
7405,M,27,3,5,3,3,3,3,3
84098,M,42,4,5,3,3,3,3,4
44287,M,36,3,5,1,2,2,3,2
74011,M,65,5,5,3,3,3,3,4
80919,M,34,1,5,3,3,3,3,3
74021,M,48,3,5,2,3,,3,3
49428,F,35,2,4,1,2,3,2,2
85016,M,31,5,5,3,3,3,3,4
61604,M,52,5,5,2,2,3,2,4
2874,M,52,3,5,3,3,3,3,4
76109,M,50,4,5,3,3,3,3,4
48302,M,53,4,5,2,2,3,2,4
11238,M,45,2,5,3,3,3,3,4
85018,F,35,3,4,3,3,3,3,4
46228,M,29,4,5,2,3,3,3,4
87112,M,55,5,5,2,2,3,2,4
75013,M,58,3,4,2,3,3,3,4
28213,M,30,1,2,3,3,3,3,2
19608,M,49,5,5,3,3,3,3,4
60615,F,58,4,4,3,3,3,3,4
92604,M,42,4,5,3,3,3,3,4
10013,M,41,3,5,3,3,3,3,4
98367,M,53,5,3,3,3,3,3,4
2026,M,37,3,5,2,3,3,3,3
96744,M,50,5,5,3,3,3,3,3
70003,M,73,5,5,3,3,,3,4
8753,M,35,2,5,2,3,3,2,3
87048,F,54,4,4,3,3,3,3,4
75052,M,47,5,5,3,3,3,3,5
30318,M,35,3,5,3,3,3,3,4
78666,M,29,1,1,1,3,3,3,1
19462,M,50,4,4,3,3,3,3,4
45503,M,47,3,5,3,3,3,3,4
74105,M,66,5,5,3,3,3,3,4
20186,M,38,1,5,3,3,3,3,1
3884,M,50,5,5,3,3,3,3,4
95973,F,29,2,4,1,2,2,2,1
73160,M,64,5,5,3,3,3,3,4
10595,M,56,4,5,3,3,3,3,4
98506,M,41,3,5,3,3,3,3,2
34997,M,62,3,5,3,3,3,3,4
85251,M,31,2,5,2,2,3,2,4
78605,M,20,2,5,3,3,3,3,4
80513,M,53,4,4,3,3,3,3,4
85705,M,22,1,5,3,3,3,3,3
84651,M,30,3,5,3,2,3,3,4
91773,M,45,4,5,3,3,3,3,4
10001,M,55,5,4,3,3,3,3,4
77080,M,34,2,3,1,2,3,2,2
10567,M,47,5,5,2,3,3,3,4
7504,M,24,3,5,3,3,3,3,4
55057,M,24,1,2,3,3,3,3,3
10005,M,31,3,5,3,3,3,3,4
39211,M,28,3,5,1,3,3,3,2
44087,M,49,4,5,3,3,3,3,5
14226,M,35,3,4,3,3,3,3,4
59715,M,63,4,5,3,3,3,3,4
84003,M,40,4,5,3,3,3,3,4
24014,M,40,4,5,3,3,3,3,3
53711,M,67,5,5,3,3,3,3,4
96818,F,35,5,5,3,3,3,3,5
54205,M,50,5,5,2,2,3,2,4
2564,M,41,4,5,3,3,3,3,3
75252,M,22,2,2,3,3,3,3,4
56011,M,23,1,5,3,3,3,3,2
3301,F,29,2,4,3,3,3,3,1
99205,M,59,5,5,3,3,3,3,4
2126,M,36,4,4,2,3,3,3,4
80906,F,38,3,4,1,3,2,2,2
98136,F,44,4,4,2,3,3,2,3
74051,M,36,2,5,3,3,3,3,4
80210,M,35,2,1,3,3,3,3,3
29180,M,51,5,5,1,3,3,3,4
74145,M,47,4,5,2,2,3,2,4
95037,M,27,1,1,3,3,3,3,1
94553,F,43,4,4,3,3,3,3,4
22963,M,39,5,5,1,3,3,3,5
8096,F,38,3,4,2,3,3,3,4
90275,M,34,3,4,2,3,3,3,4
21771,M,46,4,5,2,3,3,3,3
15227,F,35,3,4,3,3,3,3,3
80128,M,57,4,4,3,3,3,3,4
75205,M,23,3,5,3,3,3,3,4
98402,M,59,3,5,3,3,3,3,3
75070,M,51,4,4,1,3,3,3,4
63139,M,30,3,5,3,3,3,3,4
53705,F,46,3,4,3,3,3,3,3
87102,M,31,4,5,3,3,3,3,4
53147,F,41,2,4,3,3,3,3,2
28078,F,18,3,4,1,3,3,3,3
78704,M,66,4,5,3,3,3,3,4
5403,M,33,5,5,2,2,2,2,3
90720,M,38,3,5,3,3,3,3,4
70454,M,45,5,5,2,3,3,3,4
23024,M,28,4,5,3,3,3,3,4
3820,M,26,4,5,2,3,3,3,4
6119,M,45,5,5,1,2,2,2,5
95035,M,47,4,5,3,3,3,3,4
19006,M,50,5,5,3,3,3,3,4
20176,M,63,4,5,3,3,3,3,4
71105,M,48,5,5,1,3,3,2,3
23456,M,46,4,5,3,3,3,3,4
76180,M,58,4,5,3,3,3,3,4
80925,M,48,4,4,3,3,3,3,4
18302,M,58,4,4,3,3,3,3,4
85254,M,63,4,5,3,3,3,3,4
22182,M,44,4,5,3,3,3,3,4
85262,F,19,1,1,2,2,3,2,1
19130,M,46,3,5,3,3,3,3,4
73071,M,34,4,5,2,2,3,2,4
1002,M,49,4,5,3,3,3,3,4
89523,M,47,5,5,2,2,2,2,4
85257,M,44,3,5,3,3,3,3,4
76226,M,38,4,5,3,3,3,3,4
10019,M,44,5,5,2,3,3,3,4
70458,M,47,4,5,3,3,3,3,4
60614,M,56,5,5,3,3,3,3,4
38117,M,37,3,5,3,3,3,3,4
77005,M,41,4,5,3,3,3,3,3
50009,M,51,5,5,3,3,3,3,4
78749,M,38,3,5,3,3,3,3,4
10924,F,32,3,5,3,3,3,3,5
61761,M,50,5,5,1,3,3,3,3
83702,M,56,4,5,2,3,3,3,4
2061,M,18,4,5,1,3,3,3,4
46835,M,44,4,5,2,3,3,3,4
84098,F,20,4,4,1,3,3,3,1
10024,M,34,4,5,3,3,3,3,4
42025,F,35,5,5,2,3,3,3,5
44139,M,26,4,5,3,3,3,3,4
53226,F,49,4,4,3,3,3,3,4
27513,M,38,5,5,3,3,3,3,5
95864,M,27,3,5,2,3,3,3,3
95014,M,29,5,5,2,1,3,1,4
33634,M,44,3,5,3,3,3,3,4
27608,F,37,4,4,1,3,3,3,2
14620,M,29,3,5,3,3,3,3,4
28607,M,46,5,5,1,2,2,2,3
76177,M,43,5,5,3,3,3,3,5
27299,M,47,5,5,3,3,3,3,4
97487,M,34,5,5,3,1,3,1,4
7079,M,49,5,5,3,3,3,3,5
27284,M,28,3,5,1,1,2,3,3
37917,M,38,5,5,2,3,3,3,4
53212,M,63,5,5,2,2,2,2,4
35213,M,60,5,5,3,3,3,3,5
81621,M,25,1,5,3,3,3,3,3
67801,M,63,4,5,2,3,3,2,4
10003,M,40,3,5,3,3,3,3,4
68123,M,55,5,5,3,3,3,3,4
14564,M,66,3,5,3,3,3,3,4
63119,F,35,2,4,3,3,3,3,3
2445,M,50,3,5,3,3,3,3,3
12054,M,61,5,5,3,3,3,3,4
79707,M,62,4,5,3,3,3,3,4
48067,M,49,5,5,2,2,3,2,3
14051,M,35,2,5,3,3,3,3,4
10543,M,44,5,5,1,2,2,2,4
54220,M,47,3,5,3,3,3,3,3
64155,M,37,3,5,3,3,3,3,3
75022,M,40,5,5,2,2,3,2,3
40502,F,49,4,4,3,3,3,3,4
7848,M,55,5,5,3,3,3,3,5
44234,M,54,4,5,1,2,3,2,2
45223,M,49,4,5,3,3,3,3,4
80007,M,36,4,3,3,3,3,3,3
45212,M,39,5,5,2,3,3,2,4
80906,M,48,,,,,,,
11238,M,42,4,4,2,2,3,2,3
29407,M,54,4,5,3,3,3,3,4
97219,M,30,2,5,2,3,3,3,5
53213,M,36,1,5,3,3,3,3,2
73013,M,36,5,5,3,3,3,3,5
60302,M,40,3,5,3,3,3,3,3
31820,M,47,5,5,2,3,3,3,5
75093,M,43,2,5,3,3,3,3,4
8081,F,47,4,4,3,3,3,3,4
94510,M,42,4,5,3,3,3,3,4
10033,M,40,3,5,3,3,3,3,4
75165,M,44,5,5,2,3,3,3,4
7921,M,48,5,5,3,3,3,3,4
45406,M,25,3,4,3,3,3,3,4
91915,M,16,3,5,3,3,3,3,4
91915,M,23,3,5,3,3,3,3,4
19707,M,28,2,5,3,3,3,3,4
50322,M,37,4,5,3,3,3,3,4
7452,M,61,4,5,3,3,3,3,4
45325,M,55,3,5,3,3,3,3,4
84780,M,57,4,5,3,3,3,3,4
33060,M,39,2,5,3,3,3,3,4
96822,M,37,3,5,3,3,3,3,4
