zip,USAC_Gender,USAC_Age,Road_Cat,Track_Cat, XC_Cat, DH_Cat, OT_Cat, MX_Cat, Cross_Cat
11763,M,49,4,5,3,3,3,3,4
80301,M,52,3,4,1,1,1,1,3
14226,M,51,4,5,3,3,3,3,4
46240,M,42,3,5,3,3,3,3,3
94526,M,44,3,5,3,3,3,3,3
80305,M,34,2,5,3,3,3,3,3
31064,M,50,3,5,3,3,,3,4
30127,M,45,5,4,3,3,3,3,4
94709,F,48,3,4,3,3,3,3,3
1523,M,31,5,5,1,1,3,1,1
2155,M,32,5,5,1,1,3,1,4
27265,M,49,1,5,2,3,3,3,2
61455,M,40,4,5,1,3,3,3,4
94002,M,60,3,4,3,3,3,3,3
32309,M,54,2,5,3,3,3,3,3
94403,M,66,4,5,3,3,3,3,4
94062,M,50,1,3,3,3,3,3,3
90274,M,46,3,4,3,3,3,3,3
92075,M,71,4,5,3,3,3,3,4
95118,M,52,4,5,3,3,,3,4
11209,M,48,3,3,3,3,3,3,3
95060,M,43,3,3,3,3,3,3,4
10021,M,50,3,5,3,3,3,3,4
95403,M,62,3,5,3,3,3,3,4
79707,M,29,2,5,2,2,2,2,3
94539,M,53,3,4,3,3,3,3,3
95831,M,61,4,5,3,3,3,3,4
95835,M,48,4,5,3,3,3,3,3
92008,M,43,2,5,3,3,3,3,3
20852,M,49,4,5,3,3,3,3,3
46032,M,30,4,4,3,3,3,3,3
2563,M,31,1,5,3,3,3,3,3
98103,F,52,3,4,3,3,3,3,3
78746,M,47,3,5,3,3,3,3,5
94118,M,61,5,5,3,3,2,3,5
95616,M,32,1,1,1,2,3,2,1
95688,F,49,2,4,3,3,3,3,3
27023,M,55,3,4,1,3,3,3,3
92584,F,47,2,4,3,3,3,3,2
63301,M,56,5,5,3,3,3,3,4
94549,M,50,3,5,3,3,,3,4
94550,F,54,3,2,3,3,3,3,3
92596,M,49,3,4,2,3,3,3,4
60030,M,70,4,5,3,3,3,3,4
94025,M,51,4,5,3,3,3,3,4
92562,M,50,2,5,1,2,2,2,2
20007,M,52,4,5,2,3,3,3,2
95448,M,70,5,5,2,3,3,3,4
80053,F,35,3,4,3,3,3,3,4
95826,M,54,2,5,3,3,3,3,3
52246,M,65,2,4,3,3,3,3,3
98103,M,46,2,4,3,3,3,3,2
77059,M,60,4,3,3,3,3,3,4
85205,M,39,1,5,1,1,3,1,1
95842,M,68,4,4,1,3,3,3,3
32250,M,61,5,5,3,3,3,3,4
63011,M,65,5,5,3,3,3,3,4
33432,M,58,3,5,3,3,3,3,4
95650,M,49,1,5,2,2,3,2,1
95670,M,60,4,5,3,3,3,3,4
90277,M,42,1,5,2,3,3,3,3
98019,F,49,4,4,1,2,3,2,1
62704,M,61,5,5,3,3,3,3,5
29902,M,44,4,4,3,3,3,3,4
21643,M,61,3,5,3,3,3,3,4
7960,M,59,4,5,2,3,3,3,3
77064,M,47,5,4,3,3,3,3,4
32034,F,48,3,4,1,2,3,3,1
97206,M,43,,,,,,,
53208,M,46,5,5,2,3,3,2,4
53151,M,42,3,5,1,3,3,3,3
46260,M,48,3,2,3,3,3,3,3
8822,M,55,3,5,3,3,,3,3
66062,M,43,3,5,3,3,3,3,3
95991,M,67,4,5,3,3,3,3,4
29609,F,45,2,4,3,3,3,3,3
37771,M,46,4,5,3,3,3,3,4
94965,M,48,3,5,3,3,3,3,4
94925,M,57,2,5,3,3,3,3,3
94044,F,68,3,4,3,3,3,3,4
4240,M,49,2,5,3,3,3,3,2
94618,M,41,2,5,3,3,3,3,2
95355,M,45,4,5,3,3,3,3,4
94536,M,30,4,5,3,3,3,3,4
74137,M,57,3,5,2,2,3,2,3
98038,M,62,3,3,3,3,3,3,4
93940,M,47,1,5,3,3,3,3,1
22151,M,48,3,5,3,3,3,3,5
37027,M,40,3,5,3,3,3,3,3
66604,M,49,3,5,3,3,3,3,3
34698,M,58,3,5,3,3,3,3,4
34695,M,54,1,5,3,3,3,3,2
95742,M,36,3,5,3,3,3,3,4
94545,F,55,2,4,3,3,3,3,4
40022,F,49,2,4,3,3,3,3,3
37064,M,50,2,5,3,3,3,3,3
84041,M,62,4,4,3,3,3,3,4
80305,M,39,3,5,2,3,3,3,3
45140,M,46,3,5,2,3,3,3,3
10075,M,44,5,5,3,3,3,3,4
92807,F,46,4,3,3,3,3,3,4
11777,M,52,3,5,3,3,3,3,4
94960,M,47,3,5,1,2,2,3,3
78704,M,45,2,5,3,3,3,3,3
78738,M,49,3,5,3,3,3,3,4
95618,M,56,2,5,3,3,,3,3
78723,M,29,3,5,3,3,3,3,5
60643,M,57,4,5,3,3,3,3,4
80303,M,33,1,1,3,3,3,3,1
91301,M,68,,,,,,,
48307,M,43,4,5,3,3,3,3,4
7821,M,45,4,5,1,3,3,3,2
80526,M,52,4,5,2,3,3,3,3
98144,M,53,2,5,3,3,,3,3
6351,M,48,5,5,3,3,3,3,3
11230,M,55,4,5,3,3,3,3,4
94960,M,45,3,5,2,2,2,2,3
85226,M,48,4,5,3,3,3,3,4
83703,M,52,3,5,3,3,3,3,3
60014,M,66,4,5,2,3,3,3,4
93720,M,49,3,5,2,2,3,2,4
64118,M,48,4,5,3,3,3,3,3
96161,M,65,5,5,1,3,3,3,3
78232,M,40,4,5,3,3,3,3,4
80129,M,46,2,5,2,2,3,2,3
59802,M,39,2,5,1,3,3,3,2
23860,M,43,4,5,3,3,3,3,4
35404,M,45,3,5,3,3,3,3,4
52246,M,42,2,5,3,3,3,2,1
91606,M,43,4,5,3,3,3,3,5
6339,M,43,4,5,3,3,3,3,3
84105,M,34,2,5,3,3,3,3,4
53704,M,31,1,5,1,2,3,2,1
3301,M,58,4,5,3,3,3,3,4
19067,M,51,4,5,3,3,3,3,4
28203,M,56,3,4,3,3,3,3,4
53711,F,40,2,4,2,2,2,2,3
11559,M,52,4,5,2,3,3,3,4
8033,M,45,2,5,3,3,3,3,5
53012,M,41,1,5,2,3,3,2,1
60506,F,37,3,4,2,3,3,3,3
17603,M,38,2,5,2,3,3,3,4
74105,F,39,2,4,1,3,3,3,2
10301,M,48,4,5,3,3,3,3,4
22911,M,45,3,5,1,2,3,2,1
13776,M,32,4,5,1,3,3,3,3
85260,M,41,1,3,2,2,3,2,1
37027,M,51,2,5,3,3,3,3,3
94550,M,32,4,5,2,3,3,3,5
91768,M,29,1,1,3,3,3,3,2
84098,M,41,4,5,1,2,2,3,5
90403,M,52,1,2,3,3,3,3,1
30204,M,52,4,5,2,3,3,3,4
48198,M,36,3,3,3,3,3,3,3
92122,F,42,1,3,3,3,3,3,1
78613,M,54,5,5,1,3,3,3,4
33437,M,57,5,5,3,3,3,3,4
14217,M,78,5,5,3,3,3,3,4
65802,M,36,3,5,2,3,3,3,4
48309,M,50,3,5,2,2,3,2,2
77441,M,60,4,5,3,3,3,3,4
19147,M,40,3,5,1,2,3,2,2
59715,M,34,2,5,1,2,3,3,1
1581,M,41,3,5,3,3,3,3,3
48306,M,44,2,5,1,3,3,3,2
89523,M,49,4,5,3,3,3,3,4
98125,F,60,2,3,3,3,3,3,3
7059,M,62,3,5,3,3,3,3,4
98102,M,47,3,5,3,3,3,3,3
91325,M,48,3,5,3,3,3,3,3
83709,M,36,4,3,3,3,3,3,4
90804,M,30,1,5,2,3,3,3,3
78731,M,45,2,5,1,3,3,3,3
80919,M,33,4,5,1,2,2,3,4
11208,M,62,4,5,3,3,3,3,5
98144,M,47,5,5,3,3,3,3,5
29630,M,57,3,5,2,3,3,2,4
85042,M,64,3,3,3,3,3,3,4
90630,M,60,4,5,3,3,3,3,4
17013,M,47,3,5,2,3,3,2,4
33785,M,58,4,5,3,3,3,3,4
66049,M,28,1,5,1,3,3,3,1
52404,M,50,5,5,3,3,3,3,5
90814,M,52,3,5,3,3,3,3,4
83672,M,37,2,5,1,2,3,2,3
91746,M,55,3,5,3,3,3,3,5
94930,M,32,5,5,2,1,1,1,4
60605,M,37,5,5,2,2,3,2,3
94526,M,38,4,5,1,1,3,2,3
33323,M,52,5,5,2,2,3,3,4
94546,M,51,4,5,3,3,3,3,4
93711,M,44,1,5,3,3,3,3,2
6877,M,42,5,5,3,3,3,3,5
1915,M,30,1,1,3,3,3,3,2
54241,M,33,2,5,1,2,2,2,2
92131,M,67,5,5,3,3,3,3,4
90292,F,60,4,4,3,3,,3,4
84096,M,47,3,5,3,3,,3,3
84060,F,61,4,4,3,3,3,3,4
11201,M,38,2,5,3,3,3,3,3
28036,M,59,3,3,3,3,3,3,4
3846,F,45,1,2,3,3,3,3,1
45324,M,62,5,5,3,3,3,2,3
94107,M,47,4,5,2,3,3,3,4
7307,M,32,3,5,3,3,3,3,3
78723,M,56,3,5,3,3,3,3,4
96815,M,57,5,5,3,3,3,3,4
14221,F,50,3,4,3,3,3,3,3
66409,M,50,3,5,3,3,3,3,4
42103,M,38,3,2,3,3,3,3,2
1527,M,38,3,5,3,3,3,3,3
91362,M,34,5,5,1,1,1,1,5
66207,M,48,3,5,3,3,3,3,3
33406,M,44,2,5,3,3,3,3,2
78735,M,46,4,5,3,3,3,3,4
33321,M,50,3,5,3,3,3,3,4
98110,M,32,1,1,3,3,,3,1
84095,M,42,1,5,3,3,3,3,3
85209,M,41,5,5,3,3,3,3,4
11236,M,47,1,5,3,3,3,3,3
98801,M,26,2,5,3,3,3,3,4
22205,F,38,2,3,3,3,3,3,3
89436,M,42,3,5,1,3,3,3,3
95472,M,60,4,5,3,3,3,3,4
95062,M,37,2,2,3,3,3,3,3
70776,M,52,3,5,2,2,2,2,4
33026,M,27,2,4,1,3,3,3,4
35223,F,43,3,4,1,3,3,3,3
80524,M,39,3,4,3,3,3,3,4
60625,M,35,1,3,3,3,3,3,3
46373,M,38,3,3,3,3,3,3,5
20002,M,37,1,5,2,2,3,2,1
84060,M,37,4,5,1,2,3,2,3
80301,M,33,3,3,1,2,3,2,1
94960,M,59,5,5,3,3,3,3,4
94070,M,53,4,5,2,3,3,3,4
95124,M,56,5,5,2,3,3,3,4
94086,M,43,5,4,1,2,2,3,5
72715,M,43,1,5,2,2,2,2,1
17042,M,55,5,5,3,3,3,3,4
95076,M,51,5,5,1,3,3,3,5
92563,M,73,4,5,3,3,3,3,4
77009,M,48,3,3,3,3,3,3,4
32792,M,49,2,4,3,3,3,3,3
95404,M,56,,,,,,,
23227,M,54,3,5,3,3,3,3,4
52625,M,39,3,5,1,2,2,2,3
80211,M,39,3,5,2,3,3,3,3
83001,M,43,3,5,2,3,3,3,4
95076,M,63,3,5,3,3,3,3,4
84124,M,46,4,5,3,3,3,3,4
95758,M,36,5,5,1,1,1,1,4
98155,M,42,3,4,2,3,3,3,4
50023,M,77,5,5,3,3,3,3,4
30316,M,29,2,5,3,3,3,3,5
11215,M,49,4,5,2,3,3,3,3
66215,M,55,3,4,3,3,3,3,3
22932,M,37,2,5,1,3,3,3,2
99207,M,47,5,5,3,3,3,3,5
18055,M,40,3,2,3,3,3,3,3
28144,M,46,3,5,2,2,3,2,4
33458,M,38,1,2,2,3,3,3,1
20018,M,42,4,4,2,3,3,2,4
87112,M,50,4,5,1,1,1,1,3
2822,M,35,1,5,1,2,3,2,1
80127,M,45,4,4,2,2,3,2,4
45226,M,51,3,5,1,2,3,2,3
17013,M,61,4,5,2,2,3,2,3
98042,M,45,2,2,3,3,3,3,5
1106,M,33,3,5,1,2,2,2,3
77401,M,28,1,5,3,3,3,3,1
2145,M,34,4,5,2,2,3,2,5
10591,M,59,4,5,1,3,3,3,3
80301,M,37,2,2,3,3,3,3,2
52722,M,60,4,4,3,3,3,3,4
5488,M,31,4,5,1,2,2,2,3
73103,M,48,4,5,1,3,3,3,5
8559,M,35,5,5,3,3,3,3,4
34431,M,81,5,5,3,3,3,3,4
64082,F,56,3,5,3,3,3,3,4
21446,M,52,3,5,3,3,3,3,3
19129,M,69,4,5,3,3,3,3,4
66207,M,40,4,5,3,3,3,3,4
60201,F,35,4,3,1,1,3,1,3
94608,F,35,4,4,1,2,2,2,3
98122,M,55,5,2,3,3,3,3,4
38654,M,36,5,5,2,3,3,3,5
98024,M,54,5,5,2,1,1,2,4
84040,M,73,3,5,3,3,3,3,5
92123,M,77,5,5,3,3,,3,4
95204,M,62,5,5,3,3,3,3,4
80233,M,54,4,3,1,2,2,3,3
74114,M,56,1,4,3,3,3,3,1
92656,M,52,3,5,1,3,3,3,3
92835,M,59,5,5,1,3,3,3,3
21727,M,53,2,5,2,2,2,2,2
48085,M,30,2,2,2,2,3,2,3
48188,M,52,5,5,3,3,3,3,4
98801,M,33,4,5,2,2,3,2,4
85048,M,37,5,5,2,1,1,1,5
84025,M,44,3,5,3,3,3,3,4
84401,M,37,3,5,3,3,3,3,3
23451,M,55,3,4,1,3,3,3,3
94123,M,50,4,5,2,3,3,3,4
87110,M,39,5,5,3,3,3,3,4
94070,M,47,1,2,2,2,2,2,1
93923,M,58,5,5,2,3,3,2,4
10013,M,62,4,5,3,3,3,3,2
46220,M,51,3,3,3,3,3,3,3
80021,M,65,4,5,3,3,3,3,4
80307,F,41,4,4,2,1,3,1,4
6119,M,37,4,5,2,3,3,2,4
53181,F,26,4,4,3,3,3,3,3
2131,M,43,3,5,3,3,3,3,3
1201,M,63,4,5,3,3,3,3,4
78640,M,45,5,5,1,3,2,2,4
92117,M,32,5,5,1,2,3,2,4
63146,M,36,1,5,3,3,3,3,1
80014,M,32,1,2,1,3,3,3,4
60532,M,27,3,4,2,2,2,2,4
48617,M,42,5,5,1,1,3,1,4
62704,M,52,3,5,3,3,3,3,2
10983,M,44,3,5,2,3,3,3,3
2140,M,33,1,5,3,3,3,3,1
84106,M,37,3,5,1,3,3,3,3
75209,M,48,2,5,3,3,3,3,2
80304,F,39,1,3,3,3,3,3,1
38139,M,36,2,4,3,3,3,3,3
72712,M,56,3,5,1,3,,3,3
19473,M,50,3,5,3,3,3,3,4
45152,M,69,3,5,3,3,3,3,4
90049,M,39,1,5,3,3,3,3,4
3748,M,52,3,5,3,3,3,3,4
10025,M,44,4,5,3,3,3,3,4
95616,M,58,1,5,3,3,3,3,2
6037,M,40,4,5,2,2,3,2,4
21036,M,49,5,5,3,3,3,3,4
7405,M,28,3,1,3,3,3,3,3
12456,M,33,5,5,1,2,3,2,5
75002,M,49,5,5,3,3,3,3,5
80903,F,26,1,1,1,3,3,3,1
18103,M,34,3,5,1,2,2,2,2
98188,M,42,5,5,3,3,3,3,2
94301,M,56,4,5,3,3,3,3,5
55020,M,51,3,5,2,3,3,3,4
84664,M,58,3,5,3,3,3,3,3
94501,M,55,,,,,,,
91602,M,46,3,3,3,3,3,3,3
18106,F,27,2,1,3,3,3,3,3
59718,M,38,1,5,1,1,3,1,1
53208,F,50,3,4,3,3,3,3,3
37075,M,40,3,5,1,2,3,2,1
3264,M,45,4,5,3,3,3,3,3
94542,M,53,3,5,1,3,3,3,4
55407,M,37,2,3,2,3,3,3,2
75225,M,66,5,4,3,3,3,3,5
90025,M,45,4,5,1,2,2,3,3
60640,M,47,4,5,3,3,3,3,3
10583,F,64,3,4,3,3,3,3,4
95973,M,70,4,5,3,3,3,,4
33013,M,44,4,4,1,1,1,1,3
23113,M,41,4,5,1,3,3,3,4
46032,F,36,1,1,3,3,3,3,2
2130,M,39,4,4,3,3,3,3,4
85054,M,26,5,4,3,3,3,3,4
53186,M,66,5,3,3,3,3,3,4
85268,F,60,4,4,3,3,3,3,4
94301,M,45,5,5,1,3,3,2,5
91360,M,51,3,5,3,3,3,3,4
11217,M,63,3,4,3,3,3,3,3
30905,M,26,2,5,3,3,3,3,3
48302,M,45,2,5,1,2,2,2,1
83714,M,41,2,5,2,3,3,3,2
32217,M,53,4,5,3,3,3,3,4
27523,M,32,4,5,1,3,3,3,3
80247,M,49,,,,,,,
85022,F,62,4,4,3,3,3,3,4
53188,M,48,2,5,3,3,3,3,4
53705,M,32,1,5,1,2,1,2,1
95060,M,26,2,5,3,3,3,3,3
3809,M,47,5,5,1,1,1,1,3
60417,M,25,1,5,1,2,2,2,1
14030,F,57,4,4,2,1,3,1,4
55411,M,31,5,5,3,3,3,3,4
55116,M,68,4,5,3,3,3,3,3
63122,M,61,5,5,3,3,3,3,4
83716,M,66,4,5,3,3,3,3,5
80206,F,56,3,4,2,3,3,3,3
7418,M,44,2,5,1,3,3,3,1
91011,M,33,3,5,1,2,2,2,1
5452,M,57,4,4,3,3,3,3,4
73127,M,67,3,5,3,3,3,3,4
66615,M,54,4,5,3,3,3,3,2
46236,M,53,2,5,3,3,3,3,3
85044,M,57,3,5,3,3,3,3,4
75078,M,38,4,5,1,2,2,2,3
46748,M,56,3,5,3,3,3,3,3
45327,F,38,2,4,3,3,3,3,3
10014,F,55,2,4,3,3,3,3,2
18031,M,52,2,2,3,3,3,3,4
1890,M,55,5,5,3,3,3,3,4
72666,M,30,1,5,1,2,3,2,1
94708,F,45,1,4,3,3,3,3,2
11710,M,47,3,5,3,3,3,3,3
11215,M,48,2,5,3,3,3,3,4
20016,M,53,3,5,3,3,3,3,4
30606,M,32,1,5,2,3,3,3,1
80215,M,43,3,5,3,3,3,3,2
85285,M,34,4,5,3,3,3,3,4
90703,M,45,4,5,3,3,3,3,4
91307,M,31,1,5,2,2,3,2,2
22191,M,42,3,4,1,3,3,3,2
80126,M,72,4,5,3,3,3,3,4
19103,M,72,3,4,3,3,3,3,3
80116,M,60,4,4,3,3,3,3,4
53211,M,41,1,5,2,2,3,2,2
98802,M,47,2,5,2,3,2,2,2
22015,M,63,4,5,3,3,3,3,5
15237,M,42,4,5,3,3,3,3,4
15203,M,34,2,5,3,3,3,3,3
15224,M,38,1,5,1,2,2,3,1
15206,M,41,3,5,1,3,3,3,2
47401,M,58,4,5,3,3,3,3,4
92110,M,32,1,5,3,3,3,3,1
75072,M,44,3,3,3,3,3,3,4
12304,F,51,2,4,3,3,2,3,2
32931,M,64,5,5,3,3,3,3,4
72207,M,56,4,5,3,3,3,3,5
95476,M,49,2,5,1,3,3,3,3
76016,M,47,4,3,3,3,3,3,3
75034,M,47,3,3,2,2,2,2,3
43551,M,48,4,5,3,3,3,3,4
1970,M,45,4,5,2,3,3,3,3
92067,M,62,3,4,3,3,3,3,4
10075,M,60,4,5,3,3,3,3,4
33064,M,36,2,3,3,3,3,3,2
55426,M,33,4,5,3,3,3,3,3
18062,M,57,3,5,3,3,3,3,3
85728,M,65,4,5,3,3,3,3,4
40241,F,57,1,2,3,3,3,3,1
80538,F,56,4,4,3,3,3,3,4
17844,M,33,2,5,1,2,3,2,3
11226,M,49,2,3,2,2,2,2,3
77055,M,43,3,5,3,3,3,3,4
66062,M,50,2,5,3,3,3,3,2
30040,M,55,4,5,2,2,3,2,3
48313,M,47,2,4,2,2,3,2,2
22207,M,52,3,5,3,3,3,3,3
80132,F,22,2,3,2,2,3,2,2
84111,M,31,5,5,2,1,1,1,4
91701,M,33,1,5,3,3,3,3,2
80521,M,59,3,4,3,3,3,3,3
80134,M,50,4,4,2,2,2,2,4
28801,M,56,3,5,3,3,3,3,4
5477,M,37,5,5,1,1,3,1,4
7061,M,44,3,5,3,3,3,3,4
95608,M,42,3,5,3,3,3,3,3
21136,M,43,5,5,2,2,2,2,4
8848,M,52,3,5,3,3,3,3,4
97215,F,39,1,1,2,2,3,2,1
11730,M,43,4,5,1,2,2,2,3
50010,M,61,4,5,2,3,3,2,4
77304,M,58,4,5,2,3,3,3,4
28210,M,28,1,5,3,3,3,3,5
63128,M,34,4,5,3,3,3,3,4
60137,M,50,4,5,3,3,3,3,4
33765,M,59,2,5,3,3,3,3,3
75214,M,35,4,5,1,3,3,3,1
95630,M,56,3,5,3,3,3,3,4
94566,M,72,4,5,3,3,3,3,4
94618,M,31,5,5,3,3,3,3,5
78209,M,35,1,5,2,3,3,3,2
1720,M,43,2,5,3,3,3,2,3
43613,M,28,3,5,3,3,3,3,4
32250,M,51,3,5,3,3,3,3,5
70501,M,34,3,4,2,3,3,3,4
80207,M,36,3,5,2,3,3,2,3
27410,M,45,4,5,3,3,3,3,4
92075,F,72,4,4,3,3,3,3,4
30306,M,44,3,5,3,3,3,3,5
48170,M,69,4,5,3,3,3,3,5
64114,M,32,4,5,2,3,3,3,3
8559,F,37,2,4,1,2,3,2,2
23236,M,58,3,5,3,3,3,3,3
92024,M,52,,,,,,,
80524,M,36,1,5,2,3,2,2,3
53072,M,35,4,5,2,3,3,3,3
83843,M,45,2,5,1,3,3,3,2
55422,M,35,2,5,1,3,3,2,1
53714,F,35,4,4,3,2,2,2,1
     ,F,35,4,4,1,3,3,3,3
50311,F,44,2,4,1,2,3,2,2
77070,F,51,4,4,2,2,3,2,4
78746,M,57,4,5,2,3,3,3,3
94903,M,52,2,3,2,2,3,2,2
94122,M,43,3,3,1,3,3,3,2
33317,M,46,2,3,2,2,2,2,3
94901,M,36,5,5,2,3,3,3,5
93109,M,30,4,5,1,2,3,1,1
95762,M,26,1,5,1,2,3,2,1
96816,M,39,4,5,3,3,3,3,5
28768,M,35,5,5,1,1,3,1,5
78748,M,34,3,2,1,3,3,3,3
92679,M,66,5,5,3,3,3,3,4
18069,M,37,1,1,2,3,3,3,1
74127,M,46,3,5,1,2,3,2,3
2882,M,63,4,4,3,3,,3,4
63128,F,38,4,4,1,2,3,2,4
80917,M,30,5,5,3,3,3,3,4
29650,M,34,2,3,3,3,3,3,5
74055,M,51,4,5,2,3,3,3,4
78758,M,60,4,5,3,3,3,3,4
74857,M,63,5,5,1,2,3,2,4
24073,M,49,3,5,3,3,3,3,2
83706,M,30,2,2,2,3,3,3,2
94904,M,54,4,5,2,3,2,2,4
95054,F,54,2,4,3,3,3,3,3
64113,M,41,4,5,2,3,3,2,5
95124,M,51,4,5,3,3,3,3,5
82503,M,27,5,5,3,1,3,1,4
94025,F,57,4,4,3,3,3,3,4
23227,M,58,3,5,3,3,3,3,4
85715,M,57,3,5,3,3,3,3,3
76513,M,52,3,5,3,3,3,3,4
35173,M,60,3,5,3,3,3,3,4
38139,M,61,3,5,3,3,,3,4
94611,M,48,4,5,3,3,3,3,4
92865,M,47,5,5,2,3,3,2,5
60510,M,55,5,5,2,3,3,3,3
48307,M,32,5,5,2,3,3,3,4
1301,M,57,5,5,3,3,,3,3
94513,M,55,3,5,2,2,3,2,3
4345,M,64,4,5,3,3,3,3,4
55427,M,39,5,5,1,2,2,2,1
22314,M,58,4,5,3,3,,3,4
10941,M,54,3,5,3,3,3,3,4
50022,M,38,2,5,1,3,3,3,2
80132,M,60,,,,,,,
30115,M,58,5,5,1,3,2,3,3
1801,M,55,3,5,3,3,3,3,3
66048,M,55,5,5,3,3,3,3,4
30115,M,43,4,5,2,2,2,2,3
95062,M,36,5,5,3,3,3,3,4
77018,M,46,3,5,3,3,3,3,3
95677,M,49,4,5,3,3,3,3,1
80126,M,48,2,5,3,3,3,3,3
95621,F,36,2,2,2,3,3,3,3
80301,M,30,2,3,1,1,3,1,1
2668,M,69,5,5,3,3,3,3,5
95403,M,49,4,5,3,3,3,3,4
46220,M,36,1,2,3,3,3,3,1
80918,M,45,3,5,2,3,3,3,4
83340,M,56,2,5,1,1,1,1,2
53711,M,46,2,5,3,3,,3,2
98040,M,60,4,5,3,3,3,3,5
80109,M,39,4,2,3,3,3,3,4
75013,M,52,5,5,3,3,3,3,4
75214,M,65,5,5,3,3,3,3,4
98125,M,29,1,5,1,3,3,3,2
11576,M,51,4,5,1,2,3,2,4
93908,F,40,4,4,1,3,3,3,2
80301,M,31,1,5,2,3,3,3,1
27012,M,30,4,5,3,3,3,3,4
78723,M,56,2,5,3,3,,3,3
84103,M,53,2,5,3,3,3,3,3
94602,M,47,2,5,2,3,3,3,3
3909,M,52,3,5,3,3,3,3,3
85027,M,44,3,5,3,3,3,3,4
94951,M,63,3,5,3,3,3,3,4
89123,M,64,5,5,3,3,3,3,4
14624,F,52,1,4,3,3,3,3,2
60201,M,41,2,3,3,3,3,3,3
21229,M,36,3,1,3,3,3,3,4
20003,M,41,3,5,2,2,2,2,1
2458,M,57,3,5,3,3,3,3,4
85028,M,51,5,5,1,3,3,3,5
90277,M,59,3,5,3,3,3,3,4
94610,M,37,3,5,3,3,3,3,3
53711,M,57,5,5,1,2,2,2,3
98225,M,28,1,1,3,3,3,3,1
20012,M,39,3,5,3,3,3,3,4
38117,M,50,3,5,3,3,3,3,4
89148,M,48,4,5,3,3,3,3,5
94550,M,55,4,5,3,3,3,3,4
37208,F,59,4,4,3,3,3,3,4
10128,M,58,3,5,3,3,,3,4
37066,M,50,3,5,3,3,3,3,3
80112,F,50,4,4,2,3,3,3,3
78207,M,56,2,5,1,3,3,3,3
50311,M,43,3,5,2,3,3,3,2
10019,M,64,4,5,3,3,3,3,4
77005,M,46,4,5,3,3,3,3,4
95603,M,56,2,5,1,2,1,1,3
75075,M,62,5,5,2,2,3,2,4
53713,M,45,5,4,3,3,3,3,3
91362,M,37,1,5,3,3,3,3,2
55406,M,40,4,5,3,3,3,3,4
95746,M,59,5,5,3,3,3,3,4
60015,M,64,4,4,3,3,3,3,4
90066,M,48,3,5,3,3,3,3,3
85054,M,24,5,5,3,3,3,3,4
22936,M,51,3,5,3,3,3,3,4
78738,M,47,3,5,2,3,3,3,4
19130,M,51,3,5,3,3,,3,4
33324,M,40,1,5,2,2,2,2,2
20895,M,45,3,5,2,3,3,3,2
53105,M,27,4,5,3,3,3,3,5
6013,M,50,4,5,3,3,3,3,4
53023,M,34,3,5,1,3,3,3,2
30307,M,43,3,5,3,3,3,3,4
93908,M,42,4,5,2,3,3,3,2
61604,M,42,4,5,2,3,3,3,4
94960,M,41,4,5,3,3,3,3,4
14425,M,51,3,5,3,3,,3,3
95628,M,49,2,3,2,3,3,3,2
95126,M,43,3,5,2,3,3,3,3
92011,M,63,3,5,3,3,,3,4
45002,M,67,5,5,3,3,3,3,4
1984,M,55,5,5,3,3,3,3,4
95404,M,37,4,5,2,1,2,1,3
22304,F,41,2,4,3,3,3,3,3
78501,F,39,1,4,1,3,3,2,3
98109,M,49,2,2,3,3,,3,3
18049,M,34,2,1,3,3,3,3,3
30024,M,38,,,,,,,
96003,M,51,2,5,1,2,2,2,2
92869,F,43,2,4,3,3,3,3,3
67042,M,52,3,5,3,3,3,3,3
92126,M,51,4,4,3,3,3,3,4
98115,M,54,3,2,3,3,3,3,3
90032,M,44,4,5,3,3,3,3,4
83686,M,62,4,5,3,3,3,3,4
96001,M,50,2,5,1,1,2,2,3
85718,M,60,3,5,3,3,3,3,4
96001,M,47,2,5,2,2,2,2,1
10001,M,42,1,5,2,2,2,2,2
2114,M,47,2,4,3,3,2,3,2
75070,M,47,4,5,3,3,3,3,4
94403,M,41,3,5,3,3,3,3,4
71822,M,47,4,5,2,3,3,2,4
23464,M,45,2,5,1,3,3,3,2
94062,M,44,2,5,3,3,3,3,3
98074,M,49,3,5,3,3,3,3,5
65810,M,47,4,5,2,3,3,3,5
72703,M,56,5,5,3,3,3,3,4
87547,M,49,3,5,1,2,2,2,3
98115,M,43,2,5,3,3,3,3,3
87106,M,69,3,4,3,3,3,3,4
93004,F,24,1,1,1,2,2,2,1
92065,M,54,5,5,2,2,3,3,4
80004,F,35,2,4,1,2,3,2,1
94563,M,58,3,3,3,3,3,3,4
53703,M,45,1,5,3,3,3,3,2
2445,M,34,3,4,3,3,3,3,4
92835,M,35,3,3,3,3,3,3,4
55446,F,42,2,4,3,3,3,3,1
98103,M,54,3,3,3,3,,3,4
28269,M,54,5,5,3,3,3,3,4
44709,M,61,4,5,3,3,3,3,3
28804,M,48,1,1,2,2,3,2,1
83353,M,68,5,5,3,3,3,3,4
8068,M,43,2,5,3,3,3,3,3
77345,M,41,4,5,3,3,3,3,4
80516,F,46,2,4,3,3,3,3,2
94609,M,49,2,5,3,3,,3,3
80304,M,57,4,5,2,3,3,3,4
75182,M,44,1,5,3,3,3,3,3
