zip,Total_racers,Male_Racers,Female_Racers,Junior_Racers,Elite_Racers,Master_Racers,Pro_Road_Racers,Pro_MTB_Racers,Pro_Track_Racers,Pro_Cross_Racers,Mid_Road_Racers,Mid_MTB_Racers,Mid_Track_Racers,Mid_Cross_Racers
969,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1002,7,6,1,0,3,4,1,3,0,0,2,7,0,4
1003,1,1,0,0,0,1,1,1,1,0,0,1,0,1
1007,7,6,1,1,1,5,1,2,1,1,1,7,1,2
1010,1,1,0,0,1,0,0,1,0,0,0,1,0,0
1012,2,1,1,1,0,1,0,0,0,0,0,2,0,1
1020,2,2,0,0,0,2,0,2,0,0,0,2,0,1
1027,17,14,3,0,9,8,10,11,0,11,0,13,0,2
1028,8,6,2,1,2,5,0,2,0,0,1,8,0,3
1030,2,2,0,0,1,1,1,1,0,1,1,1,0,1
1034,1,1,0,0,1,0,0,1,0,0,0,1,0,1
1035,4,2,2,2,1,1,0,0,0,0,0,4,0,0
1036,1,1,0,0,1,0,1,1,0,1,0,1,0,0
1038,5,3,2,0,3,2,1,3,0,1,1,5,0,2
1039,1,1,0,0,0,1,0,1,0,0,0,1,0,1
1040,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1053,3,2,1,0,2,1,0,2,0,2,2,3,0,0
1054,3,3,0,0,1,2,2,1,0,2,0,3,0,0
1057,2,2,0,0,1,1,0,0,0,0,1,2,0,0
1060,12,10,2,1,9,2,1,2,0,0,0,12,0,2
1061,1,1,0,0,1,0,0,0,0,0,1,1,0,0
1062,10,8,2,4,1,5,1,4,0,1,0,10,0,3
1063,1,1,0,0,1,0,1,1,0,1,0,1,0,0
1072,5,4,1,0,2,3,0,1,0,1,1,4,1,1
1073,7,6,1,2,5,0,2,3,0,1,0,7,0,1
1075,4,4,0,2,0,2,0,2,0,0,0,4,0,1
1077,3,3,0,1,0,2,0,0,0,0,0,3,0,1
1082,1,1,0,0,0,1,1,1,0,1,0,1,0,0
1085,5,5,0,0,3,2,0,0,0,0,1,5,0,1
1088,3,3,0,0,1,2,0,2,0,1,0,3,0,0
1089,1,1,0,0,0,1,0,1,0,0,0,1,0,0
1093,2,2,0,0,0,2,0,2,0,0,1,1,0,1
1095,4,3,1,1,2,1,0,1,0,1,1,3,0,1
1096,1,1,0,0,1,0,0,1,0,1,1,1,0,0
1104,1,1,0,0,1,0,0,1,0,0,0,1,0,0
1106,7,7,0,0,2,5,0,4,0,0,3,6,0,3
1108,2,2,0,0,2,0,0,0,0,0,0,2,0,0
1116,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1118,2,2,0,0,1,1,0,0,0,0,0,2,0,0
1119,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1151,1,1,0,0,1,0,0,1,0,0,0,1,0,0
1201,20,19,1,0,1,19,2,6,0,2,3,20,0,3
1205,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1220,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1223,1,1,0,0,1,0,0,1,0,0,0,1,0,0
1225,1,1,0,0,1,0,0,0,0,0,1,1,0,1
1226,2,2,0,0,1,1,0,0,0,0,0,2,0,0
1230,1,0,1,0,0,1,1,0,0,0,0,1,0,1
1234,1,0,1,0,1,0,0,1,0,0,0,1,0,1
1235,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1236,3,2,1,0,3,0,1,0,0,0,0,3,0,2
1238,1,1,0,0,0,1,0,1,0,0,0,1,0,1
1240,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1242,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1254,1,1,0,0,0,1,0,0,0,0,0,1,0,1
1257,1,1,0,0,0,1,0,1,0,0,1,1,0,0
1262,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1267,3,3,0,0,2,1,0,1,0,0,1,3,0,1
1270,1,1,0,0,0,1,0,1,0,0,1,1,0,1
1301,6,5,1,1,1,4,1,2,0,0,0,6,0,2
1331,2,2,0,0,1,1,1,0,0,0,1,2,0,1
1340,1,0,1,0,0,1,0,0,0,0,1,1,0,0
1341,2,2,0,1,0,1,1,1,0,1,0,2,0,0
1342,2,2,0,1,0,1,2,0,0,0,0,2,0,1
1351,1,1,0,0,0,1,0,1,0,0,0,1,0,0
1364,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1366,2,2,0,1,1,0,0,0,0,0,1,2,0,0
1368,1,1,0,0,0,1,0,1,0,0,0,1,0,0
1370,6,5,1,1,1,4,0,1,0,2,1,6,0,1
1373,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1420,2,2,0,0,1,1,0,1,0,0,0,2,0,1
1431,2,2,0,1,0,1,0,1,0,0,0,2,0,0
1432,2,1,1,0,1,1,0,0,0,0,1,2,0,1
1436,3,2,1,0,1,2,0,3,0,0,0,3,0,0
1450,4,4,0,1,1,2,0,0,0,0,0,4,0,0
1451,5,4,1,0,1,4,0,1,0,0,3,5,0,2
1452,1,1,0,0,0,1,0,1,0,0,0,1,0,1
1453,6,6,0,0,0,6,0,1,0,0,2,5,0,1
1460,4,4,0,2,0,2,0,1,0,0,1,4,0,2
1462,3,3,0,0,1,2,0,1,0,0,2,3,0,0
1463,2,1,1,0,1,1,0,1,0,1,1,2,0,0
1464,3,3,0,0,0,3,0,0,0,0,0,2,0,0
1473,2,2,0,0,0,2,0,0,0,0,0,2,0,0
1475,1,1,0,0,1,0,0,1,0,0,0,1,0,1
1501,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1503,3,3,0,0,2,1,1,1,0,2,1,3,0,0
1505,2,2,0,0,0,2,0,0,0,0,1,2,0,1
1507,5,4,1,1,2,2,0,1,0,1,0,5,1,0
1510,2,1,1,0,2,0,1,0,0,0,0,2,1,1
1516,3,3,0,0,1,2,0,1,0,0,1,3,0,0
1518,3,2,1,1,0,2,1,2,0,1,1,2,0,1
1519,5,5,0,2,0,3,1,1,1,1,0,4,0,0
1520,4,4,0,0,1,3,0,2,0,0,0,4,0,1
1523,3,3,0,0,2,1,0,2,0,1,0,3,0,1
1524,2,2,0,1,1,0,2,2,1,1,0,2,0,1
1525,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1527,4,4,0,0,2,2,1,2,0,1,2,4,0,3
1532,4,3,1,0,1,3,0,0,0,0,1,4,0,0
1534,3,2,1,0,0,3,0,1,0,0,0,3,0,1
1537,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1541,2,1,1,0,1,1,0,1,0,0,1,2,0,1
1545,10,10,0,0,5,5,1,2,1,1,1,10,0,1
1560,2,1,1,0,1,1,0,1,0,0,0,2,0,0
1564,3,3,0,0,1,2,0,1,0,0,1,3,0,1
1566,2,2,0,0,1,1,0,0,0,0,0,2,0,0
1568,4,3,1,2,0,2,0,3,0,0,0,4,0,2
1569,1,1,0,0,1,0,0,1,0,0,0,1,0,0
1571,5,4,1,2,2,1,1,4,0,2,1,5,0,3
1581,12,11,1,2,2,8,1,4,0,2,3,12,0,3
1583,3,3,0,0,1,2,0,0,0,0,1,3,0,1
1588,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1590,7,7,0,1,0,6,1,3,0,0,1,7,0,4
1601,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1602,5,4,1,0,1,4,0,2,0,1,3,5,0,1
1603,2,2,0,0,1,1,0,1,0,0,0,2,0,0
1604,3,3,0,0,1,2,0,1,0,0,0,3,0,0
1605,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1606,9,9,0,1,2,6,0,4,0,1,1,8,0,2
1609,6,4,2,0,1,5,1,2,0,0,0,6,0,3
1610,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1611,2,2,0,0,2,0,1,1,0,1,0,2,0,0
1612,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1613,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1701,8,7,1,0,4,4,2,1,0,1,0,7,0,2
1702,2,1,1,0,0,2,0,1,0,0,1,2,0,1
1703,1,1,0,0,0,1,0,1,0,0,0,0,0,0
1719,3,2,1,1,1,1,0,1,0,1,1,3,0,1
1720,10,8,2,2,3,5,1,3,0,0,2,10,0,2
1721,10,7,3,1,2,7,2,5,1,1,0,10,0,3
1730,9,7,2,0,3,6,1,3,0,3,3,9,0,1
1740,7,7,0,0,2,5,0,2,0,1,1,7,1,2
1741,8,5,3,3,0,5,1,2,0,1,1,8,1,1
1742,18,15,3,2,3,13,1,5,0,1,3,18,1,7
1746,6,6,0,0,1,5,0,3,0,0,1,6,0,0
1747,5,5,0,2,3,0,3,2,0,3,0,4,0,1
1748,13,12,1,2,3,8,1,3,0,2,3,13,0,1
1749,4,3,1,0,0,4,2,2,0,2,1,3,0,1
1752,5,5,0,0,2,3,1,2,0,0,1,5,0,0
1754,5,4,1,0,1,4,0,3,0,0,2,4,0,1
1756,3,2,1,1,1,1,0,0,0,0,0,3,0,0
1757,3,3,0,0,1,2,0,2,0,0,2,3,0,1
1760,12,9,3,1,4,7,1,2,0,0,6,10,0,3
1770,2,2,0,0,0,2,0,0,0,0,1,2,0,0
1772,2,2,0,0,0,2,0,0,0,0,1,2,0,0
1773,7,6,1,0,1,6,3,1,0,1,0,7,1,2
1775,12,12,0,0,1,11,0,5,0,1,3,10,1,3
1776,14,13,1,2,1,11,0,2,0,0,1,14,0,0
1778,9,9,0,0,4,5,0,2,0,0,4,9,0,4
1801,4,4,0,0,2,2,0,1,0,0,2,4,0,3
1803,7,6,1,2,1,4,1,3,0,1,2,7,0,2
1810,7,6,1,1,2,4,1,3,0,0,1,7,0,1
1821,2,1,1,0,1,1,1,1,1,2,1,2,0,0
1824,3,3,0,0,1,2,0,2,0,0,0,3,0,1
1826,1,1,0,0,0,1,0,1,0,0,1,1,0,1
1827,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1830,3,3,0,1,1,1,0,1,0,1,0,3,0,1
1832,3,3,0,0,0,3,0,2,0,0,2,3,0,2
1833,4,2,2,0,2,2,1,0,1,1,1,4,1,0
1834,3,3,0,1,0,2,0,1,0,0,0,3,0,2
1835,3,3,0,0,1,2,1,1,0,0,0,3,0,3
1843,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1844,2,2,0,0,1,1,0,0,0,0,0,2,0,0
1845,6,5,1,0,1,5,0,1,0,0,3,6,1,2
1852,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1854,2,2,0,0,2,0,0,1,0,0,1,2,0,1
1860,4,4,0,0,1,3,1,3,0,2,0,4,0,0
1864,3,3,0,1,0,2,1,1,0,1,0,3,1,0
1867,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1879,4,4,0,0,1,3,1,1,0,1,1,4,0,0
1880,3,3,0,0,0,3,0,3,0,0,1,3,0,2
1886,11,10,1,0,1,10,0,5,0,0,2,10,0,4
1887,3,3,0,1,2,0,0,1,0,0,0,3,0,1
1890,10,10,0,1,2,7,0,2,0,0,1,10,0,0
1902,1,1,0,0,1,0,0,1,0,0,0,1,0,1
1904,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1905,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1906,1,1,0,0,0,1,0,0,0,0,1,1,0,0
1907,6,6,0,1,1,4,0,2,0,0,0,5,0,3
1913,7,6,1,0,1,6,1,3,0,1,1,6,0,4
1915,25,19,6,2,12,11,2,10,1,3,5,23,0,8
1917,1,1,0,0,0,1,0,1,0,0,0,1,0,0
1921,5,4,1,2,0,3,1,2,0,1,1,5,0,1
1922,1,1,0,0,0,1,0,1,0,0,0,0,0,1
1923,3,1,2,0,0,3,1,1,0,0,1,3,0,1
1929,1,1,0,0,0,1,0,1,0,0,0,1,0,0
1930,2,2,0,0,2,0,0,0,0,0,0,1,0,0
1938,14,13,1,5,1,8,2,4,0,3,4,13,0,3
1940,4,3,1,1,0,3,0,1,0,0,1,4,0,1
1944,11,10,1,1,0,10,1,4,0,1,0,11,0,1
1945,5,4,1,1,0,4,1,2,0,1,1,5,1,1
1949,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1950,16,13,3,5,1,10,0,7,0,0,1,15,1,6
1951,2,1,1,0,0,2,0,1,0,0,2,2,0,1
1960,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1966,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1969,2,2,0,0,1,1,0,0,0,0,0,2,0,1
1970,14,10,4,0,5,9,0,7,0,0,0,13,0,6
1982,5,4,1,1,0,4,0,1,0,0,0,5,0,2
1983,6,5,1,0,2,4,2,2,0,1,0,4,0,1
1984,8,8,0,0,0,8,1,2,1,0,1,7,0,3
1985,2,2,0,0,0,2,0,2,0,0,0,2,0,1
2019,2,2,0,0,0,2,0,0,0,0,0,2,0,0
2020,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2021,6,5,1,0,1,5,1,3,0,1,0,5,0,1
2025,5,5,0,0,0,5,1,2,0,1,0,4,0,2
2026,5,5,0,0,2,3,0,2,0,0,2,5,0,2
2030,4,4,0,0,1,3,1,0,0,0,1,4,0,0
2035,6,4,2,0,1,5,2,3,1,2,0,4,0,0
2038,5,5,0,1,2,2,2,2,0,2,0,5,0,0
2043,11,11,0,2,2,7,1,3,0,1,1,11,0,1
2048,3,3,0,0,0,3,0,0,0,0,0,3,0,0
2050,6,6,0,1,1,4,0,2,0,0,2,6,0,2
2052,5,4,1,0,1,4,0,1,0,0,1,5,1,0
2053,4,4,0,0,1,3,0,1,0,0,0,4,0,1
2054,2,2,0,0,2,0,1,0,0,1,0,2,0,0
2056,4,3,1,0,1,3,1,3,0,1,1,4,0,0
2059,1,1,0,0,0,1,0,0,0,0,1,1,0,0
2061,8,8,0,3,0,5,0,5,0,0,3,8,0,3
2062,2,2,0,0,0,2,0,0,0,0,0,2,0,0
2066,7,7,0,1,1,5,0,0,0,0,0,7,0,1
2067,2,1,1,1,0,1,0,0,0,0,1,2,0,1
2072,3,2,1,0,0,3,0,1,0,0,2,3,0,2
2081,8,8,0,3,1,4,0,5,0,0,2,8,0,3
2109,1,1,0,0,1,0,0,0,0,0,1,1,0,0
2110,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2111,2,2,0,0,1,1,0,0,0,0,0,2,0,0
2113,2,2,0,0,0,2,0,2,0,0,2,2,0,2
2114,8,6,2,0,4,4,1,2,0,1,0,8,0,0
2115,3,3,0,0,3,0,0,0,0,0,0,3,0,0
2116,7,3,4,1,4,2,0,1,0,0,2,7,0,3
2118,8,6,2,0,4,4,1,1,0,1,2,8,0,1
2119,5,5,0,0,4,1,1,2,0,2,2,5,0,2
2120,4,3,1,0,3,1,2,1,0,0,0,4,0,1
2121,2,1,1,0,2,0,0,1,0,0,0,2,0,1
2122,2,2,0,0,0,2,1,1,0,1,0,2,1,0
2124,7,5,2,0,4,3,4,4,0,5,2,7,0,1
2125,2,1,1,0,2,0,0,0,0,0,0,2,0,0
2126,5,3,2,0,5,0,1,4,0,1,0,4,0,2
2127,9,8,1,0,7,2,1,2,0,0,0,9,0,2
2128,3,3,0,0,2,1,1,1,0,1,0,2,1,0
2129,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2130,33,29,4,0,24,9,9,11,0,3,3,32,0,12
2131,9,7,2,0,5,4,1,4,0,2,3,9,0,2
2132,5,5,0,0,1,4,0,0,0,0,0,5,0,0
2134,8,4,4,0,7,1,1,1,0,0,2,8,0,4
2135,22,18,4,0,19,3,4,2,1,1,1,22,0,4
2136,2,2,0,0,1,1,0,2,0,2,2,2,0,0
2138,21,17,4,1,15,5,3,2,0,1,3,20,0,2
2139,24,21,3,0,19,5,2,2,0,1,6,24,0,5
2140,8,7,1,0,4,4,2,0,0,1,0,8,0,1
2141,8,7,1,0,8,0,2,1,0,0,3,8,0,2
2142,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2143,23,17,6,0,16,7,3,4,0,3,6,23,0,8
2144,19,14,5,0,15,4,1,2,0,2,5,19,0,1
2145,12,10,2,0,10,2,1,4,0,1,1,12,0,3
2148,7,5,2,0,4,3,0,0,0,0,1,7,0,0
2149,2,2,0,0,2,0,0,1,0,0,0,2,0,0
2150,3,3,0,0,3,0,0,1,0,1,1,3,0,0
2151,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2155,24,19,5,1,14,9,3,9,0,4,4,20,0,6
2169,5,5,0,2,1,2,0,1,0,0,0,5,0,0
2170,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2176,1,1,0,0,0,1,0,1,0,0,0,1,0,0
2180,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2184,3,3,0,0,0,3,2,1,0,1,0,3,0,1
2186,11,11,0,1,2,8,2,3,1,1,3,10,1,4
2188,1,1,0,0,1,0,0,0,0,0,0,1,0,1
2190,1,1,0,0,0,1,0,1,0,0,1,1,0,1
2199,1,0,1,0,1,0,0,0,0,0,1,1,0,0
2215,3,3,0,0,3,0,0,0,0,0,1,3,0,0
2301,3,3,0,0,1,2,0,0,0,0,0,3,0,0
2302,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2324,6,5,1,0,3,3,1,2,0,2,1,6,0,0
2330,2,1,1,0,0,2,0,1,0,0,0,2,0,0
2332,7,7,0,1,1,5,0,3,0,0,2,7,0,2
2333,1,1,0,1,0,0,0,0,0,0,0,1,0,0
2338,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2339,1,1,0,0,0,1,1,1,0,1,0,1,0,0
2343,1,1,0,0,0,1,0,1,0,0,0,1,0,0
2346,2,2,0,1,1,0,0,1,0,0,1,2,0,1
2347,3,3,0,0,1,2,0,2,0,0,1,3,0,1
2351,2,2,0,0,0,2,0,2,0,0,1,2,0,1
2356,4,3,1,0,2,2,0,3,0,1,1,4,0,0
2359,4,3,1,1,0,3,0,1,0,0,1,4,0,1
2360,12,11,1,0,5,7,2,4,0,3,2,11,0,0
2364,4,3,1,2,1,1,1,2,0,0,1,3,0,3
2367,1,1,0,0,0,1,0,1,0,0,0,0,0,1
2368,5,5,0,2,1,2,1,1,0,1,1,5,0,1
2375,2,1,1,0,1,1,1,1,0,1,0,2,0,0
2379,3,3,0,1,0,2,0,1,0,0,0,3,0,0
2382,2,2,0,0,1,1,1,1,0,1,0,2,0,0
2420,9,9,0,0,1,8,1,1,1,0,0,8,1,2
2421,7,7,0,1,2,4,1,1,0,0,0,7,2,1
2445,12,10,2,0,9,3,0,1,0,1,6,12,0,2
2446,9,6,3,1,5,3,1,0,0,0,1,9,0,3
2451,2,2,0,0,1,1,0,0,0,0,1,2,0,0
2452,4,2,2,0,1,3,2,0,0,0,1,4,0,2
2453,8,6,2,1,4,3,1,0,0,1,2,8,0,2
2458,7,5,2,1,2,4,1,1,0,1,2,7,1,1
2459,13,12,1,4,3,6,0,1,0,0,2,12,0,0
2460,2,2,0,0,0,2,0,0,0,0,1,2,0,0
2461,4,2,2,1,2,1,1,0,0,0,0,4,0,0
2464,1,0,1,0,1,0,0,0,0,0,0,1,0,0
2465,10,9,1,2,1,7,2,2,0,2,2,10,0,2
2466,4,3,1,0,1,3,1,0,1,1,1,4,0,0
2467,3,3,0,0,2,1,0,0,0,0,0,3,0,0
2468,8,7,1,0,2,6,1,1,0,0,0,8,0,1
2472,16,15,1,0,11,5,0,0,0,0,0,16,0,5
2474,32,22,10,1,20,11,3,10,1,4,9,31,1,14
2476,15,13,2,0,5,10,1,7,1,0,4,15,0,5
2478,10,6,4,1,5,4,3,0,0,0,0,10,1,1
2481,11,8,3,1,1,9,0,0,0,0,1,11,0,0
2482,14,12,2,0,2,12,4,3,0,3,1,14,0,3
2492,13,13,0,0,2,11,1,3,0,0,3,13,0,4
2493,14,11,3,0,3,11,0,2,0,1,2,13,0,2
2494,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2532,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2535,2,1,1,0,0,2,0,2,0,2,2,1,0,0
2536,4,4,0,0,0,4,1,0,0,0,0,4,0,1
2537,1,1,0,0,1,0,0,1,0,0,0,1,0,0
2540,1,1,0,0,0,1,1,1,0,1,0,1,0,0
2554,2,1,1,0,2,0,0,0,0,1,2,2,0,0
2563,7,4,3,0,2,5,1,3,0,1,1,7,0,2
2564,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2571,2,2,0,0,0,2,0,1,0,0,0,2,0,0
2574,1,1,0,0,0,1,1,0,0,0,0,1,0,1
2584,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2601,2,1,1,0,1,1,0,2,0,0,0,2,0,2
2631,4,3,1,0,0,4,0,3,0,0,0,4,0,2
2633,3,3,0,0,2,1,0,2,0,0,0,3,0,2
2635,2,1,1,0,0,2,0,0,0,0,0,2,0,0
2642,1,1,0,0,0,1,0,1,0,0,1,1,1,1
2644,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2648,3,3,0,1,0,2,1,1,0,1,0,3,0,0
2649,3,3,0,1,0,2,1,1,1,1,0,3,0,0
2653,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2667,1,1,0,0,1,0,0,1,0,1,0,0,0,0
2668,2,2,0,0,0,2,0,0,0,0,0,2,0,0
2671,1,1,0,0,0,1,0,1,0,0,1,1,0,1
2673,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2675,5,5,0,0,1,4,1,2,0,0,0,5,0,1
2702,1,1,0,1,0,0,0,0,0,0,0,1,0,0
2703,2,2,0,0,0,2,0,1,0,0,1,2,1,2
2718,2,2,0,0,1,1,0,2,0,0,1,2,0,1
2719,2,2,0,0,0,2,0,1,0,0,0,2,0,0
2720,2,2,0,0,1,1,0,1,0,0,1,2,0,1
2721,1,1,0,0,0,1,0,0,0,0,1,1,0,0
2726,2,2,0,0,0,2,0,1,0,0,0,2,0,0
2738,1,1,0,0,1,0,0,1,0,1,0,0,0,0
2739,2,2,0,0,0,2,0,1,0,0,1,1,0,1
2740,1,1,0,0,0,1,0,0,0,0,1,1,0,0
2743,1,1,0,0,0,1,0,1,0,0,0,1,0,1
2745,2,2,0,0,0,2,0,2,0,0,1,1,0,2
2747,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2748,1,1,0,0,1,0,1,1,0,1,0,0,0,0
2760,3,3,0,1,1,1,0,0,0,0,1,3,0,0
2762,4,4,0,0,2,2,0,2,0,0,0,4,0,1
2766,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2767,1,1,0,0,1,0,0,1,0,1,0,1,0,0
2769,2,1,1,0,0,2,1,1,0,0,0,2,0,1
2770,3,3,0,0,2,1,0,1,0,0,0,3,0,1
2771,2,2,0,1,0,1,0,0,0,0,0,2,0,0
2779,2,2,0,0,2,0,0,0,0,0,0,2,0,0
2780,7,6,1,0,2,5,0,7,0,0,2,6,1,5
2790,2,2,0,0,0,2,0,1,0,0,1,2,0,1
2806,8,8,0,0,1,7,1,1,0,0,2,8,0,1
2808,1,1,0,1,0,0,0,0,0,0,0,1,0,0
2809,3,3,0,0,1,2,0,0,0,0,1,3,0,0
2813,2,1,1,0,0,2,0,0,0,0,0,2,0,0
2814,3,3,0,0,0,3,1,0,0,0,1,3,0,2
2816,4,4,0,0,1,3,0,0,0,0,1,4,0,1
2818,10,8,2,2,1,7,0,1,0,1,0,10,0,1
2822,5,5,0,0,1,4,2,2,1,2,2,5,0,1
2826,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2832,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2837,3,3,0,1,0,2,0,1,0,1,1,2,0,0
2840,9,7,2,3,1,5,0,2,0,0,0,8,0,1
2842,4,3,1,0,2,2,0,1,0,0,1,4,0,1
2852,8,7,1,0,3,5,1,2,0,1,2,8,0,1
2857,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2858,1,1,0,0,0,1,0,1,0,0,1,1,0,1
2860,5,4,1,0,1,4,0,1,0,0,3,5,1,2
2861,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2864,4,4,0,0,2,2,0,1,0,0,0,4,0,0
2865,2,2,0,0,1,1,0,0,0,0,1,2,0,1
2871,4,3,1,2,1,1,0,0,0,0,0,4,0,1
2874,7,7,0,0,2,5,1,3,0,2,2,7,0,1
2878,3,2,1,0,1,2,1,1,0,0,0,3,0,2
2879,22,18,4,2,5,15,3,7,0,2,7,21,0,9
2882,7,6,1,1,1,5,0,1,0,0,0,7,0,2
2885,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2886,1,1,0,0,0,1,0,1,0,0,0,1,0,0
2889,3,3,0,0,3,0,0,0,0,0,0,3,0,0
2891,7,7,0,2,0,5,2,2,0,2,0,7,0,0
2892,4,3,1,2,1,1,0,0,0,0,0,4,0,0
2898,2,1,1,0,1,1,0,1,0,0,0,2,0,1
2903,2,1,1,0,0,2,0,0,0,0,1,2,0,1
2904,2,2,0,0,1,1,0,0,0,0,1,2,0,1
2905,1,0,1,0,1,0,0,0,0,0,0,1,0,1
2906,14,12,2,3,6,5,1,2,1,1,3,13,0,2
2907,1,1,0,1,0,0,0,0,0,0,0,1,0,0
2908,4,4,0,1,1,2,0,1,0,0,0,4,0,0
2909,5,4,1,2,2,1,0,0,0,0,0,5,0,1
2911,3,3,0,0,2,1,0,0,0,0,0,3,0,0
2912,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2914,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2915,5,5,0,0,3,2,0,2,0,0,0,5,0,1
2916,1,1,0,0,0,1,1,1,0,1,0,1,0,0
2917,1,1,0,1,0,0,0,0,0,0,0,1,0,0
2919,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2920,2,2,0,0,0,2,0,0,0,0,0,2,0,0
3031,12,11,1,0,1,11,1,6,0,2,2,12,0,1
3032,5,3,2,0,2,3,0,4,0,1,0,5,0,2
3033,2,2,0,0,2,0,0,1,0,0,0,2,0,1
3034,2,2,0,1,1,0,0,1,0,0,0,2,0,0
3036,1,1,0,0,1,0,0,1,0,1,1,1,0,0
3037,1,0,1,0,0,1,0,0,0,0,0,1,0,0
3038,4,3,1,0,1,3,0,2,0,0,1,4,0,2
3042,7,5,2,2,2,3,0,0,0,0,0,7,0,2
3043,3,1,2,2,0,1,0,1,0,0,0,3,0,0
3045,3,3,0,0,0,3,0,2,0,0,2,3,0,2
3046,1,1,0,0,0,1,1,1,0,1,0,1,0,0
3049,4,4,0,1,1,2,0,0,0,0,0,4,0,0
3051,1,1,0,0,0,1,0,0,0,0,0,1,0,0
3052,1,1,0,0,0,1,0,0,0,0,0,1,0,0
3053,1,1,0,0,1,0,0,1,0,0,0,1,0,0
3054,2,2,0,0,0,2,0,0,0,0,0,2,1,1
3055,1,1,0,0,0,1,0,1,0,0,0,1,0,0
3057,1,1,0,0,0,1,0,0,0,0,0,1,0,1
3060,4,4,0,0,1,3,0,2,0,0,1,3,0,3
3062,10,8,2,0,4,6,1,1,0,1,2,10,2,1
3063,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3070,2,2,0,0,1,1,0,0,0,0,0,2,0,0
3071,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3076,5,4,1,1,0,4,1,1,1,1,1,5,0,1
3079,4,3,1,0,2,2,2,1,0,1,1,4,0,2
3084,1,1,0,0,0,1,0,1,0,0,0,1,0,1
3086,1,1,0,0,0,1,1,0,0,0,0,1,0,1
3087,7,6,1,1,1,5,0,3,0,0,1,7,0,4
3101,1,1,0,0,1,0,0,1,0,0,0,1,0,0
3102,5,4,1,0,2,3,0,3,0,2,2,5,0,1
3103,1,1,0,0,0,1,0,0,0,0,0,1,0,0
3104,9,9,0,1,4,4,2,4,0,1,0,9,0,1
3106,5,3,2,1,0,4,0,1,0,0,2,5,0,1
3109,2,2,0,0,0,2,0,0,0,0,0,2,0,1
3110,12,10,2,3,2,7,0,2,0,0,1,12,0,2
3218,1,1,0,0,0,1,0,0,0,0,1,1,0,1
